Total_Lanes,Learning_Lanes,Review_Ready_Lanes,Failing_Lanes,Source_Missing_Lanes,All_Report_Only,All_Production_Authority_None,No_Auto_Promotion,Scoreboard_Mode,Command_Center_Version
16,15,0,1,0,True,True,True,ALL_LANES,research-promotion-command-center-v2-all-lanes
