Game_Date,Pitcher,team,opponent,Target_Label,Projection,Actual_K,Projection_Headroom,Actual_Margin,Ladder_Win,Crusher_Event,Mega_Crusher_Event,Raw_Path_Target_Probability,Confidence,Data_Quality,Data_Quality_Bucket,Headroom_Bucket,Opponent_K_Bucket,Lineup_State,Weather_Risk,Leash_Label,Starter_Role,Production_Authority,Report_Only,Crusher_Version
2026-08-15,Brad Lord,WSH,NYM,3+,3.8440168524749634,1.0,0.8440168524749634,-2.0,False,False,False,0.7388357192287311,HIGH,76,75-89,0.75-0.99,MID_K_22-24.9,CONFIRMED,UNKNOWN,TIGHT,LOW_RECENT_EXPOSURE,NONE,True,projection-crusher-v2-report-only
2026-08-15,Sean Manaea,NYM,WSH,5+,5.368189786752298,7.0,0.3681897867522981,2.0,True,True,False,0.623626726635202,HIGH,78,75-89,0.25-0.49,MID_K_22-24.9,CONFIRMED,UNKNOWN,NORMAL,ESTABLISHED,NONE,True,projection-crusher-v2-report-only
2026-08-15,Kyle Bradish,BAL,TBR,4+,4.529826520715504,3.0,0.5298265207155044,-1.0,False,False,False,0.6447638047220614,HIGH,78,75-89,0.50-0.74,LOW_K_<22,CONFIRMED,UNKNOWN,NORMAL,ESTABLISHED,NONE,True,projection-crusher-v2-report-only
2026-08-15,Ian Seymour,TBR,BAL,5+,5.399951571868048,9.0,0.39995157186804775,4.0,True,True,True,0.6012879360608815,HIGH,65,50-74,0.25-0.49,HIGH_K_25+,CONFIRMED,UNKNOWN,TIGHT,ESTABLISHED,NONE,True,projection-crusher-v2-report-only
2026-08-15,Ryan Gusto,MIA,CIN,4+,4.531679633410276,6.0,0.5316796334102758,2.0,True,True,False,0.6578910201675283,HIGH,79,75-89,0.50-0.74,MID_K_22-24.9,CONFIRMED,UNKNOWN,TIGHT,ESTABLISHED,NONE,True,projection-crusher-v2-report-only
2026-08-15,Brady Singer,CIN,MIA,5+,5.221973800020474,4.0,0.22197380002047407,-1.0,False,False,False,0.6048801964687986,HIGH,78,75-89,0.00-0.24,MID_K_22-24.9,CONFIRMED,UNKNOWN,NORMAL,ESTABLISHED,NONE,True,projection-crusher-v2-report-only
2026-08-15,Joey Cantillo,CLE,SDP,4+,4.399320485164076,7.0,0.39932048516407637,3.0,True,True,True,0.6243921683583048,HIGH,79,75-89,0.25-0.49,LOW_K_<22,CONFIRMED,UNKNOWN,TIGHT,LOW_RECENT_EXPOSURE,NONE,True,projection-crusher-v2-report-only
2026-08-15,Emerson Hancock,SEA,HOU,5+,5.06781795311276,8.0,0.06781795311276007,3.0,True,True,True,0.5584341572079332,HIGH,77,75-89,0.00-0.24,LOW_K_<22,CONFIRMED,UNKNOWN,NORMAL,ESTABLISHED,NONE,True,projection-crusher-v2-report-only
2026-08-15,Hayden Wesneski,HOU,SEA,4+,4.639624601441137,6.0,0.6396246014411373,2.0,True,True,False,0.6741316378269955,MEDIUM,58,50-74,0.50-0.74,LOW_K_<22,CONFIRMED,UNKNOWN,TIGHT,ESTABLISHED,NONE,True,projection-crusher-v2-report-only
2026-08-15,Jesús Luzardo,PHI,MIN,6+,6.146693838277013,9.0,0.1466938382770131,3.0,True,True,True,0.5738785480019722,HIGH,79,75-89,0.00-0.24,LOW_K_<22,CONFIRMED,UNKNOWN,LONG,ESTABLISHED,NONE,True,projection-crusher-v2-report-only
2026-08-15,Connor Prielipp,MIN,PHI,5+,5.01449363583585,6.0,0.014493635835849616,1.0,True,False,False,0.5646351894209218,HIGH,68,50-74,0.00-0.24,LOW_K_<22,CONFIRMED,UNKNOWN,NORMAL,ESTABLISHED,NONE,True,projection-crusher-v2-report-only
2026-08-15,Sonny Gray,BOS,PIT,5+,5.404713263895313,7.0,0.4047132638953128,2.0,True,True,False,0.6162312927165359,HIGH,77,75-89,0.25-0.49,MID_K_22-24.9,CONFIRMED,UNKNOWN,NORMAL,ESTABLISHED,NONE,True,projection-crusher-v2-report-only
2026-08-15,Jared Jones,PIT,BOS,4+,4.369522756824493,7.0,0.36952275682449276,3.0,True,True,True,0.6421318657873842,HIGH,64,50-74,0.25-0.49,LOW_K_<22,CONFIRMED,UNKNOWN,TIGHT,ESTABLISHED,NONE,True,projection-crusher-v2-report-only
2026-08-15,Eduardo Rodriguez,ARI,ATL,5+,5.003575211179797,5.0,0.0035752111797968666,0.0,True,False,False,0.5653739607063554,HIGH,79,75-89,0.00-0.24,LOW_K_<22,CONFIRMED,UNKNOWN,LONG,ESTABLISHED,NONE,True,projection-crusher-v2-report-only
2026-08-15,Grant Holmes,ATL,ARI,4+,4.209018734059028,3.0,0.20901873405902816,-1.0,False,False,False,0.6112168913419442,HIGH,77,75-89,0.00-0.24,LOW_K_<22,CONFIRMED,UNKNOWN,TIGHT,ESTABLISHED,NONE,True,projection-crusher-v2-report-only
2026-08-15,Jacob Misiorowski,MIL,LAD,6+,6.337775222291999,6.0,0.33777522229199874,0.0,True,False,False,0.6153519600299711,HIGH,77,75-89,0.25-0.49,LOW_K_<22,CONFIRMED,UNKNOWN,NORMAL,ESTABLISHED,NONE,True,projection-crusher-v2-report-only
2026-08-15,Justin Wrobleski,LAD,MIL,5+,5.040592301170672,6.0,0.040592301170671696,1.0,True,False,False,0.5477007499606525,HIGH,72,50-74,0.00-0.24,LOW_K_<22,CONFIRMED,UNKNOWN,NORMAL,ESTABLISHED,NONE,True,projection-crusher-v2-report-only
2026-08-15,Randy Dobnak,KCR,LAA,4+,4.623363071899023,6.0,0.6233630718990231,2.0,True,True,False,0.6850322630626892,MEDIUM,52,50-74,0.50-0.74,MID_K_22-24.9,CONFIRMED,UNKNOWN,NORMAL,ESTABLISHED,NONE,True,projection-crusher-v2-report-only
2026-08-15,Reid Detmers,LAA,KCR,5+,5.304542788020525,11.0,0.3045427880205249,6.0,True,True,True,0.6106868840594004,HIGH,79,75-89,0.25-0.49,LOW_K_<22,CONFIRMED,UNKNOWN,NORMAL,ESTABLISHED,NONE,True,projection-crusher-v2-report-only
2026-08-15,MacKenzie Gore,TEX,ATH,5+,5.728918305023873,5.0,0.728918305023873,0.0,True,False,False,0.6805286606241763,HIGH,79,75-89,0.50-0.74,MID_K_22-24.9,CONFIRMED,UNKNOWN,NORMAL,ESTABLISHED,NONE,True,projection-crusher-v2-report-only
2026-08-15,J.T. Ginn,ATH,TEX,5+,5.2555044065094165,7.0,0.2555044065094165,2.0,True,True,False,0.6056588834603529,HIGH,76,75-89,0.25-0.49,MID_K_22-24.9,CONFIRMED,UNKNOWN,NORMAL,ESTABLISHED,NONE,True,projection-crusher-v2-report-only
2026-08-16,Trevor Rogers,BAL,TBR,4+,4.653793981338421,6.0,0.6537939813384206,2.0,True,True,False,0.6889548245032375,HIGH,77,75-89,0.50-0.74,LOW_K_<22,CONFIRMED,NONE,NORMAL,ESTABLISHED,NONE,True,projection-crusher-v2-report-only
2026-08-16,Freddy Peralta,TBR,BAL,5+,5.157942880566768,2.0,0.1579428805667682,-3.0,False,False,False,0.5959993327795998,HIGH,79,75-89,0.00-0.24,MID_K_22-24.9,CONFIRMED,NONE,NORMAL,ESTABLISHED,NONE,True,projection-crusher-v2-report-only
2026-08-16,Patrick Sandoval,BOS,PIT,5+,5.361548644646005,6.0,0.361548644646005,1.0,True,False,False,0.6307752847520525,MEDIUM,53,50-74,0.25-0.49,MID_K_22-24.9,CONFIRMED,HIGH,NORMAL,RAMPING,NONE,True,projection-crusher-v2-report-only
2026-08-16,Lake Bachar,PIT,BOS,3+,3.0540215443291974,4.0,0.05402154432919737,1.0,True,False,False,0.5836707982107193,MEDIUM,52,50-74,0.00-0.24,LOW_K_<22,CONFIRMED,HIGH,TIGHT,OPENER_LIKE,NONE,True,projection-crusher-v2-report-only
2026-08-16,Michael Soroka,ARI,ATL,4+,4.638304993677666,5.0,0.6383049936776661,1.0,True,False,False,0.640896337828412,HIGH,68,50-74,0.50-0.74,LOW_K_<22,CONFIRMED,NONE,TIGHT,LOW_RECENT_EXPOSURE,NONE,True,projection-crusher-v2-report-only
2026-08-16,Bryce Elder,ATL,ARI,5+,5.006204567084418,5.0,0.006204567084417967,0.0,True,False,False,0.566190463611735,HIGH,78,75-89,0.00-0.24,LOW_K_<22,CONFIRMED,NONE,NORMAL,ESTABLISHED,NONE,True,projection-crusher-v2-report-only
2026-08-16,Ryan Weathers,NYY,TOR,5+,5.199156922758577,4.0,0.19915692275857744,-1.0,False,False,False,0.5985650865794739,HIGH,78,75-89,0.00-0.24,LOW_K_<22,CONFIRMED,NONE,NORMAL,ESTABLISHED,NONE,True,projection-crusher-v2-report-only
2026-08-16,Dylan Cease,TOR,NYY,6+,6.797942636173971,10.0,0.7979426361739712,4.0,True,True,True,0.6866530327561862,HIGH,77,75-89,0.75-0.99,MID_K_22-24.9,CONFIRMED,NONE,LONG,ESTABLISHED,NONE,True,projection-crusher-v2-report-only
2026-08-16,Jake Irvin,WSH,NYM,4+,4.414384550836889,6.0,0.4143845508368891,2.0,True,True,False,0.6529868645581896,HIGH,65,50-74,0.25-0.49,MID_K_22-24.9,CONFIRMED,LOW,TIGHT,ESTABLISHED,NONE,True,projection-crusher-v2-report-only
2026-08-16,Christian Scott,NYM,WSH,4+,4.8926211615611,7.0,0.8926211615610997,3.0,True,True,True,0.7262390042125064,HIGH,70,50-74,0.75-0.99,LOW_K_<22,CONFIRMED,LOW,NORMAL,ESTABLISHED,NONE,True,projection-crusher-v2-report-only
2026-08-16,Casey Mize,SDP,CLE,4+,4.626856302479892,3.0,0.6268563024798919,-1.0,False,False,False,0.6765885532227918,HIGH,71,50-74,0.50-0.74,LOW_K_<22,CONFIRMED,HIGH,TIGHT,ESTABLISHED,NONE,True,projection-crusher-v2-report-only
2026-08-16,Tanner Bibee,CLE,SDP,4+,4.900820874019503,3.0,0.9008208740195034,-1.0,False,False,False,0.7271359934852468,HIGH,79,75-89,0.75-0.99,LOW_K_<22,CONFIRMED,HIGH,NORMAL,ESTABLISHED,NONE,True,projection-crusher-v2-report-only
2026-08-16,Sean Burke,CHW,DET,5+,5.372787716023881,2.0,0.37278771602388083,-3.0,False,False,False,0.6240310419855273,HIGH,74,50-74,0.25-0.49,LOW_K_<22,CONFIRMED,LOW,NORMAL,ESTABLISHED,NONE,True,projection-crusher-v2-report-only
2026-08-16,Drew Anderson,DET,CHW,3+,3.6685559209445335,5.0,0.6685559209445335,2.0,True,True,False,0.6548439651229536,MEDIUM,50,50-74,0.50-0.74,MID_K_22-24.9,CONFIRMED,LOW,TIGHT,OPENER_LIKE,NONE,True,projection-crusher-v2-report-only
2026-08-16,Eury Pérez,MIA,CIN,5+,5.708494599050562,5.0,0.708494599050562,0.0,True,False,False,0.6840609421484402,HIGH,76,75-89,0.50-0.74,MID_K_22-24.9,CONFIRMED,LOW,NORMAL,ESTABLISHED,NONE,True,projection-crusher-v2-report-only
2026-08-16,Nick Lodolo,CIN,MIA,4+,4.500722335947863,2.0,0.500722335947863,-2.0,False,False,False,0.6632557382878985,HIGH,64,50-74,0.50-0.74,LOW_K_<22,CONFIRMED,LOW,NORMAL,ESTABLISHED,NONE,True,projection-crusher-v2-report-only
2026-08-16,Andrew Painter,PHI,MIN,4+,4.161655880868947,2.0,0.16165588086894722,-2.0,False,False,False,0.6021541371933583,HIGH,66,50-74,0.00-0.24,LOW_K_<22,CONFIRMED,NONE,TIGHT,ESTABLISHED,NONE,True,projection-crusher-v2-report-only
2026-08-16,Dean Kremer,MIN,PHI,4+,4.432639319822826,6.0,0.432639319822826,2.0,True,True,False,0.6542786800447158,HIGH,79,75-89,0.25-0.49,LOW_K_<22,CONFIRMED,NONE,NORMAL,ESTABLISHED,NONE,True,projection-crusher-v2-report-only
2026-08-16,Hunter Dobbins,STL,CHC,4+,4.539976940292121,7.0,0.5399769402921208,3.0,True,True,True,0.6659297088803297,HIGH,70,50-74,0.50-0.74,MID_K_22-24.9,CONFIRMED,HIGH,NORMAL,ESTABLISHED,NONE,True,projection-crusher-v2-report-only
2026-08-16,Edward Cabrera,CHC,STL,4+,4.565164903313475,2.0,0.5651649033134749,-2.0,False,False,False,0.6755369477123826,HIGH,65,50-74,0.50-0.74,LOW_K_<22,CONFIRMED,HIGH,NORMAL,ESTABLISHED,NONE,True,projection-crusher-v2-report-only
2026-08-16,Gabriel Hughes,COL,SFG,4+,4.825934159552915,2.0,0.825934159552915,-2.0,False,False,False,0.7263007622434341,MEDIUM,53,50-74,0.75-0.99,LOW_K_<22,CONFIRMED,NONE,TIGHT,ESTABLISHED,NONE,True,projection-crusher-v2-report-only
2026-08-16,Blade Tidwell,SFG,COL,4+,4.555084306412306,1.0,0.5550843064123061,-3.0,False,False,False,0.6755208846246001,MEDIUM,50,50-74,0.50-0.74,LOW_K_<22,CONFIRMED,NONE,NORMAL,ESTABLISHED,NONE,True,projection-crusher-v2-report-only
2026-08-16,Cody Bradford,TEX,ATH,4+,4.845734792117946,4.0,0.8457347921179457,0.0,True,False,False,0.7192517904371419,MEDIUM,47,<50,0.75-0.99,MID_K_22-24.9,CONFIRMED,NONE,TIGHT,ESTABLISHED,NONE,True,projection-crusher-v2-report-only
2026-08-16,Jacob Lopez,ATH,TEX,4+,4.715502572247446,6.0,0.7155025722474457,2.0,True,True,False,0.6676650981827281,HIGH,68,50-74,0.50-0.74,MID_K_22-24.9,CONFIRMED,NONE,NORMAL,ESTABLISHED,NONE,True,projection-crusher-v2-report-only
2026-08-16,Noah Cameron,KCR,LAA,5+,5.700107394222463,8.0,0.7001073942224627,3.0,True,True,True,0.6757004929574177,HIGH,77,75-89,0.50-0.74,MID_K_22-24.9,CONFIRMED,NONE,LONG,ESTABLISHED,NONE,True,projection-crusher-v2-report-only
2026-08-16,Ryan Johnson,LAA,KCR,4+,4.119426045711611,4.0,0.1194260457116112,0.0,True,False,False,0.5909991592165742,HIGH,60,50-74,0.00-0.24,LOW_K_<22,CONFIRMED,NONE,TIGHT,ESTABLISHED,NONE,True,projection-crusher-v2-report-only
2026-08-16,Logan Henderson,MIL,LAD,5+,5.166586769096899,6.0,0.16658676909689873,1.0,True,False,False,0.5932312301862741,HIGH,68,50-74,0.00-0.24,LOW_K_<22,CONFIRMED,NONE,NORMAL,ESTABLISHED,NONE,True,projection-crusher-v2-report-only
2026-08-16,Tarik Skubal,LAD,MIL,5+,5.825653446777954,7.0,0.8256534467779542,2.0,True,True,False,0.7031090124510261,HIGH,71,50-74,0.75-0.99,LOW_K_<22,CONFIRMED,NONE,NORMAL,ESTABLISHED,NONE,True,projection-crusher-v2-report-only
