Season,Metric,Evaluated_Starts,Workload_v1_MAE,Global_v2_MAE,Tight_v22_MAE,Tight_v22_RMSE,Global_v2_Bias,Tight_v22_Bias,Relative_MAE_vs_Workload_v1,Relative_MAE_vs_Global_v2,Tight_Adjusted_Starts,Tight_Win_Share_vs_Workload_v1,Tight_Win_Share_vs_Global_v2,Tight_Status,Candidate_Version
2024,PITCHES,1251,8.648657984521442,8.506586249791853,8.434233832701327,12.34347278396461,0.966391799798364,1.1761369138547983,0.024792765791394587,0.008505458590077362,169,0.6863905325443787,0.6804733727810651,MIXED,workload-v2.2-tight-only-candidate
2024,BF,1251,2.5786046081416267,2.5626920937060107,2.555203466355517,3.5201800499721196,0.3206244219672346,0.3780375406747361,0.009075118268315942,0.0029221721052192866,169,0.591715976331361,0.5680473372781065,MIXED,workload-v2.2-tight-only-candidate
2024,OUTS,1251,2.7731555411435016,2.755083138535911,2.75378335091501,3.6608626972464307,0.2669434118355328,0.33373123459454673,0.006985612577830284,0.0004717780028925196,169,0.5443786982248521,0.5266272189349113,MIXED,workload-v2.2-tight-only-candidate
2025,PITCHES,1720,8.605368496009453,8.421497935670269,8.337343868621838,11.75380947298881,0.6071042177400336,0.8623250374357815,0.031146211520390415,0.009992767045870304,280,0.6821428571428572,0.6714285714285714,MIXED,workload-v2.2-tight-only-candidate
2025,BF,1720,2.55774055125089,2.54398009957734,2.533394362932859,3.368024091929188,0.16545083019943296,0.25434317194203526,0.009518630928428064,0.004161092551879626,280,0.575,0.5607142857142857,MIXED,workload-v2.2-tight-only-candidate
2025,OUTS,1720,2.78431201613729,2.775996946082317,2.760403530629785,3.613114020739262,0.10267820854043694,0.211215896743162,0.008586855700415875,0.005617230766243612,280,0.5785714285714286,0.5714285714285714,MIXED,workload-v2.2-tight-only-candidate
2026,PITCHES,1659,9.285018799454635,9.21193524687939,9.038274071810147,12.866578147680675,-0.2264033846527567,0.22499254300058874,0.026574499521635982,0.01885175811760863,330,0.706060606060606,0.703030303030303,HELPING,workload-v2.2-tight-only-candidate
2026,BF,1659,2.737058788524293,2.7098648668850465,2.695707134735604,3.6792197106847695,-0.06928298097169726,-0.000987278759281437,0.015108061968586422,0.0052245159241894245,330,0.603030303030303,0.6181818181818182,HELPING,workload-v2.2-tight-only-candidate
2026,OUTS,1659,2.7831973518809914,2.7722898602512673,2.760416753271391,3.6558170274600075,-0.0479016859638231,0.01612009705962071,0.008185046092475109,0.004282779787969362,330,0.5818181818181818,0.6121212121212121,HELPING,workload-v2.2-tight-only-candidate
