slate_date,event_id,commence_time,home_team,away_team,player_id,pitcher,market,side,point,price,bookmaker_id,book,provider,book_last_updated_at,deeplink,fetched_at_utc
2026-08-20,dCJLPOV2OCjROYLQjklS,2026-08-20T22:35:00+00:00,Baltimore Orioles,New York Yankees,KYLE_BRADISH_1_MLB,Kyle Bradish,pitcher_outs,Under,16.5,-105.0,espnbet,ESPN BET,SPORTSGAMEODDS,2026-08-20T21:01:29.369Z,,2026-08-20T21:03:38.222527+00:00
2026-08-20,dCJLPOV2OCjROYLQjklS,2026-08-20T22:35:00+00:00,Baltimore Orioles,New York Yankees,KYLE_BRADISH_1_MLB,Kyle Bradish,pitcher_hits_allowed,Over,4.5,-144.0,draftkings,DraftKings,SPORTSGAMEODDS,2026-08-20T21:00:05.972Z,,2026-08-20T21:03:38.222527+00:00
2026-08-20,dCJLPOV2OCjROYLQjklS,2026-08-20T22:35:00+00:00,Baltimore Orioles,New York Yankees,KYLE_BRADISH_1_MLB,Kyle Bradish,pitcher_hits_allowed,Under,4.5,109.0,draftkings,DraftKings,SPORTSGAMEODDS,2026-08-20T21:00:05.972Z,,2026-08-20T21:03:38.222527+00:00
2026-08-20,g97voO2SaR0iayARjXup,2026-08-21T00:05:00+00:00,Texas Rangers,Washington Nationals,ANDREW_ALVAREZ_1_MLB,Andrew Alvarez,pitcher_strikeouts,Over,4.5,-105.0,espnbet,ESPN BET,SPORTSGAMEODDS,2026-08-20T21:01:30.988Z,,2026-08-20T21:03:38.222527+00:00
2026-08-20,g97voO2SaR0iayARjXup,2026-08-21T00:05:00+00:00,Texas Rangers,Washington Nationals,ANDREW_ALVAREZ_1_MLB,Andrew Alvarez,pitcher_strikeouts,Under,4.5,-130.0,espnbet,ESPN BET,SPORTSGAMEODDS,2026-08-20T21:01:30.988Z,,2026-08-20T21:03:38.222527+00:00
2026-08-20,g97voO2SaR0iayARjXup,2026-08-21T00:05:00+00:00,Texas Rangers,Washington Nationals,JACOB_DEGROM_1_MLB,Jacob deGrom,pitcher_strikeouts,Over,5.5,-130.0,espnbet,ESPN BET,SPORTSGAMEODDS,2026-08-20T21:01:30.988Z,,2026-08-20T21:03:38.222527+00:00
2026-08-20,g97voO2SaR0iayARjXup,2026-08-21T00:05:00+00:00,Texas Rangers,Washington Nationals,JACOB_DEGROM_1_MLB,Jacob deGrom,pitcher_strikeouts,Under,5.5,-105.0,espnbet,ESPN BET,SPORTSGAMEODDS,2026-08-20T21:01:30.988Z,,2026-08-20T21:03:38.222527+00:00
2026-08-20,g97voO2SaR0iayARjXup,2026-08-21T00:05:00+00:00,Texas Rangers,Washington Nationals,ANDREW_ALVAREZ_1_MLB,Andrew Alvarez,pitcher_hits_allowed,Over,4.5,-110.0,espnbet,ESPN BET,SPORTSGAMEODDS,2026-08-20T21:01:30.988Z,,2026-08-20T21:03:38.222527+00:00
2026-08-20,g97voO2SaR0iayARjXup,2026-08-21T00:05:00+00:00,Texas Rangers,Washington Nationals,ANDREW_ALVAREZ_1_MLB,Andrew Alvarez,pitcher_hits_allowed,Under,4.5,-130.0,espnbet,ESPN BET,SPORTSGAMEODDS,2026-08-20T21:01:30.988Z,,2026-08-20T21:03:38.222527+00:00
2026-08-20,g97voO2SaR0iayARjXup,2026-08-21T00:05:00+00:00,Texas Rangers,Washington Nationals,ANDREW_ALVAREZ_1_MLB,Andrew Alvarez,pitcher_outs,Over,14.5,-165.0,espnbet,ESPN BET,SPORTSGAMEODDS,2026-08-20T21:01:30.988Z,,2026-08-20T21:03:38.222527+00:00
2026-08-20,g97voO2SaR0iayARjXup,2026-08-21T00:05:00+00:00,Texas Rangers,Washington Nationals,ANDREW_ALVAREZ_1_MLB,Andrew Alvarez,pitcher_outs,Under,14.5,115.0,espnbet,ESPN BET,SPORTSGAMEODDS,2026-08-20T21:01:30.988Z,,2026-08-20T21:03:38.222527+00:00
2026-08-20,g97voO2SaR0iayARjXup,2026-08-21T00:05:00+00:00,Texas Rangers,Washington Nationals,JACOB_DEGROM_1_MLB,Jacob deGrom,pitcher_hits_allowed,Over,3.5,-150.0,espnbet,ESPN BET,SPORTSGAMEODDS,2026-08-20T21:01:30.988Z,,2026-08-20T21:03:38.222527+00:00
2026-08-20,g97voO2SaR0iayARjXup,2026-08-21T00:05:00+00:00,Texas Rangers,Washington Nationals,JACOB_DEGROM_1_MLB,Jacob deGrom,pitcher_hits_allowed,Under,3.5,105.0,espnbet,ESPN BET,SPORTSGAMEODDS,2026-08-20T21:01:30.988Z,,2026-08-20T21:03:38.222527+00:00
2026-08-20,g97voO2SaR0iayARjXup,2026-08-21T00:05:00+00:00,Texas Rangers,Washington Nationals,JACOB_DEGROM_1_MLB,Jacob deGrom,pitcher_outs,Over,15.5,140.0,espnbet,ESPN BET,SPORTSGAMEODDS,2026-08-20T21:01:30.988Z,,2026-08-20T21:03:38.222527+00:00
2026-08-20,g97voO2SaR0iayARjXup,2026-08-21T00:05:00+00:00,Texas Rangers,Washington Nationals,JACOB_DEGROM_1_MLB,Jacob deGrom,pitcher_outs,Under,15.5,-200.0,espnbet,ESPN BET,SPORTSGAMEODDS,2026-08-20T21:01:30.988Z,,2026-08-20T21:03:38.222527+00:00
2026-08-20,qaQEbicv0U6Bo5GBkqDu,2026-08-21T00:10:00+00:00,Houston Astros,Los Angeles Angels,GRAYSON_RODRIGUEZ_1_MLB,Grayson Rodriguez,pitcher_strikeouts,Over,4.5,-125.0,espnbet,ESPN BET,SPORTSGAMEODDS,2026-08-20T21:01:45.326Z,,2026-08-20T21:03:38.222527+00:00
2026-08-20,qaQEbicv0U6Bo5GBkqDu,2026-08-21T00:10:00+00:00,Houston Astros,Los Angeles Angels,GRAYSON_RODRIGUEZ_1_MLB,Grayson Rodriguez,pitcher_strikeouts,Under,4.5,-110.0,espnbet,ESPN BET,SPORTSGAMEODDS,2026-08-20T21:01:45.326Z,,2026-08-20T21:03:38.222527+00:00
2026-08-20,qaQEbicv0U6Bo5GBkqDu,2026-08-21T00:10:00+00:00,Houston Astros,Los Angeles Angels,PETER_LAMBERT_1_MLB,Peter Lambert,pitcher_strikeouts,Over,5.5,-110.0,espnbet,ESPN BET,SPORTSGAMEODDS,2026-08-20T21:01:45.326Z,,2026-08-20T21:03:38.222527+00:00
2026-08-20,qaQEbicv0U6Bo5GBkqDu,2026-08-21T00:10:00+00:00,Houston Astros,Los Angeles Angels,PETER_LAMBERT_1_MLB,Peter Lambert,pitcher_strikeouts,Under,5.5,-125.0,espnbet,ESPN BET,SPORTSGAMEODDS,2026-08-20T21:01:45.326Z,,2026-08-20T21:03:38.222527+00:00
2026-08-20,qaQEbicv0U6Bo5GBkqDu,2026-08-21T00:10:00+00:00,Houston Astros,Los Angeles Angels,PETER_LAMBERT_1_MLB,Peter Lambert,pitcher_hits_allowed,Over,4.5,-135.0,espnbet,ESPN BET,SPORTSGAMEODDS,2026-08-20T21:01:45.326Z,,2026-08-20T21:03:38.222527+00:00
2026-08-20,qaQEbicv0U6Bo5GBkqDu,2026-08-21T00:10:00+00:00,Houston Astros,Los Angeles Angels,PETER_LAMBERT_1_MLB,Peter Lambert,pitcher_hits_allowed,Under,4.5,-105.0,espnbet,ESPN BET,SPORTSGAMEODDS,2026-08-20T21:01:45.326Z,,2026-08-20T21:03:38.222527+00:00
2026-08-20,qaQEbicv0U6Bo5GBkqDu,2026-08-21T00:10:00+00:00,Houston Astros,Los Angeles Angels,PETER_LAMBERT_1_MLB,Peter Lambert,pitcher_outs,Over,17.5,-125.0,espnbet,ESPN BET,SPORTSGAMEODDS,2026-08-20T21:01:45.326Z,,2026-08-20T21:03:38.222527+00:00
2026-08-20,qaQEbicv0U6Bo5GBkqDu,2026-08-21T00:10:00+00:00,Houston Astros,Los Angeles Angels,PETER_LAMBERT_1_MLB,Peter Lambert,pitcher_outs,Under,17.5,-115.0,espnbet,ESPN BET,SPORTSGAMEODDS,2026-08-20T21:01:45.326Z,,2026-08-20T21:03:38.222527+00:00
