game_date,game_pk,pitcher_id,player,team,opponent,game_time,projection_captured_at_utc,arsenal_captured_at_utc,source_game_pks,prior_games_considered,prior_games_with_feed,prior_games_with_pitch_data,feed_failures,raw_pitch_events,typed_pitch_events,typed_pitch_coverage,arsenal_pitch_types,arsenal_usage,pitch_counts_json,pitch_type_descriptions_json,audit_eligible,reason,source,source_endpoint_version,report_only,production_authority,capture_version
2026-08-20,824074,695611,Gage Jump,ATH,KCR,2026-08-20T18:10:00+00:00,2026-08-20T04:22:47.251158+00:00,2026-08-20T04:25:05.599417+00:00,824968|824726|824971|824976|825055,5,5,5,0,462,462,1.0,FF|SL|CH|SI|CU|ST,"{""FF"":0.435065,""SL"":0.21645,""CH"":0.108225,""SI"":0.099567,""CU"":0.093074,""ST"":0.047619}","{""FF"":201,""CU"":43,""ST"":22,""SL"":100,""CH"":50,""SI"":46}","{""FF"":""Four-Seam Fastball"",""SL"":""Slider"",""CH"":""Changeup"",""SI"":""Sinker"",""CU"":""Curveball"",""ST"":""Sweeper""}",True,,MLB_STATS_API_PRIOR_GAME_LIVE_FEED,v1 gameLog + v1.1 game feed/live,True,NONE,pitch-arsenal-capture-v1-report-only
2026-08-20,824074,677976,Randy Dobnak,KCR,ATH,2026-08-20T18:10:00+00:00,2026-08-20T04:22:48.119496+00:00,2026-08-20T04:25:05.599417+00:00,823990|824078|824084|823677|824247,5,5,5,0,454,454,1.0,SI|ST|CH|FF|SL,"{""SI"":0.359031,""ST"":0.26652,""CH"":0.242291,""FF"":0.085903,""SL"":0.046256}","{""SI"":163,""CH"":110,""SL"":21,""FF"":39,""ST"":121}","{""SI"":""Sinker"",""ST"":""Sweeper"",""CH"":""Changeup"",""FF"":""Four-Seam Fastball"",""SL"":""Slider""}",True,,MLB_STATS_API_PRIOR_GAME_LIVE_FEED,v1 gameLog + v1.1 game feed/live,True,NONE,pitch-arsenal-capture-v1-report-only
2026-08-20,824589,656550,Grant Holmes,ATL,CHW,2026-08-20T18:10:00+00:00,2026-08-20T04:22:48.496464+00:00,2026-08-20T04:25:05.599417+00:00,824884|823513|824888|824894|824812,5,5,5,0,374,374,1.0,SL|FF|SI|FC|CH|CU,"{""SL"":0.328877,""FF"":0.208556,""SI"":0.139037,""FC"":0.128342,""CH"":0.101604,""CU"":0.093583}","{""FC"":48,""SL"":123,""CU"":35,""SI"":52,""CH"":38,""FF"":78}","{""SL"":""Slider"",""FF"":""Four-Seam Fastball"",""SI"":""Sinker"",""FC"":""Cutter"",""CH"":""Changeup"",""CU"":""Curveball""}",True,,MLB_STATS_API_PRIOR_GAME_LIVE_FEED,v1 gameLog + v1.1 game feed/live,True,NONE,pitch-arsenal-capture-v1-report-only
2026-08-20,824589,641743,Anthony Kay,CHW,ATL,2026-08-20T18:10:00+00:00,2026-08-20T04:22:49.334736+00:00,2026-08-20T04:25:05.599417+00:00,824239|824565|822943|824569|822873,5,5,5,0,434,434,1.0,ST|FF|FC|SI|CH|SL,"{""ST"":0.228111,""FF"":0.184332,""FC"":0.182028,""SI"":0.156682,""CH"":0.145161,""SL"":0.103687}","{""FF"":80,""FC"":79,""CH"":63,""SL"":45,""ST"":99,""SI"":68}","{""ST"":""Sweeper"",""FF"":""Four-Seam Fastball"",""FC"":""Cutter"",""SI"":""Sinker"",""CH"":""Changeup"",""SL"":""Slider""}",True,,MLB_STATS_API_PRIOR_GAME_LIVE_FEED,v1 gameLog + v1.1 game feed/live,True,NONE,pitch-arsenal-capture-v1-report-only
2026-08-20,823747,669923,George Kirby,SEA,MIL,2026-08-20T18:10:00+00:00,2026-08-20T04:22:49.706802+00:00,2026-08-20T04:25:05.599417+00:00,824159|823102|823107|822868|823112,5,5,5,0,438,438,1.0,FF|ST|SI|KC|CH|FS|FC,"{""FF"":0.285388,""ST"":0.276256,""SI"":0.216895,""KC"":0.086758,""CH"":0.057078,""FS"":0.043379,""FC"":0.034247}","{""SI"":95,""CH"":25,""ST"":121,""FS"":19,""FF"":125,""KC"":38,""FC"":15}","{""FF"":""Four-Seam Fastball"",""ST"":""Sweeper"",""SI"":""Sinker"",""KC"":""Knuckle Curve"",""CH"":""Changeup"",""FS"":""Splitter"",""FC"":""Cutter""}",True,,MLB_STATS_API_PRIOR_GAME_LIVE_FEED,v1 gameLog + v1.1 game feed/live,True,NONE,pitch-arsenal-capture-v1-report-only
2026-08-20,823747,688107,Robert Gasser,MIL,SEA,2026-08-20T18:10:00+00:00,2026-08-20T04:23:27.309949+00:00,2026-08-20T04:25:05.599417+00:00,823913|823752|824000|823758|823764,5,5,5,0,435,435,1.0,FF|ST|FC|SI|CH,"{""FF"":0.232184,""ST"":0.229885,""FC"":0.213793,""SI"":0.197701,""CH"":0.126437}","{""FF"":101,""FC"":93,""ST"":100,""SI"":86,""CH"":55}","{""FF"":""Four-Seam Fastball"",""ST"":""Sweeper"",""FC"":""Cutter"",""SI"":""Sinker"",""CH"":""Changeup""}",True,,MLB_STATS_API_PRIOR_GAME_LIVE_FEED,v1 gameLog + v1.1 game feed/live,True,NONE,pitch-arsenal-capture-v1-report-only
2026-08-20,824802,543037,Gerrit Cole,NYY,BAL,2026-08-20T22:35:00+00:00,2026-08-20T04:23:27.720472+00:00,2026-08-20T04:25:05.599417+00:00,822777|823514|824648|824569|823518,5,5,5,0,460,460,1.0,FF|SL|CH|KC|SI,"{""FF"":0.563043,""SL"":0.178261,""CH"":0.132609,""KC"":0.123913,""SI"":0.002174}","{""FF"":259,""CH"":61,""SL"":82,""KC"":57,""SI"":1}","{""FF"":""Four-Seam Fastball"",""SL"":""Slider"",""CH"":""Changeup"",""KC"":""Knuckle Curve"",""SI"":""Sinker""}",True,,MLB_STATS_API_PRIOR_GAME_LIVE_FEED,v1 gameLog + v1.1 game feed/live,True,NONE,pitch-arsenal-capture-v1-report-only
2026-08-20,824802,680694,Kyle Bradish,BAL,NYY,2026-08-20T22:35:00+00:00,2026-08-20T04:23:53.379705+00:00,2026-08-20T04:25:05.599417+00:00,822941|822864|824807|824245|824732,5,5,5,0,426,426,1.0,SI|SL|CU|FF|CH,"{""SI"":0.413146,""SL"":0.206573,""CU"":0.201878,""FF"":0.169014,""CH"":0.00939}","{""SI"":176,""SL"":88,""FF"":72,""CU"":86,""CH"":4}","{""SI"":""Sinker"",""SL"":""Slider"",""CU"":""Curveball"",""FF"":""Four-Seam Fastball"",""CH"":""Changeup""}",True,,MLB_STATS_API_PRIOR_GAME_LIVE_FEED,v1 gameLog + v1.1 game feed/live,True,NONE,pitch-arsenal-capture-v1-report-only
2026-08-20,822861,674841,Andrew Alvarez,WSH,TEX,2026-08-21T00:05:00+00:00,2026-08-20T04:23:53.805326+00:00,2026-08-20T04:25:05.599417+00:00,823591|822701|823431|822705|824328,5,5,5,0,381,381,1.0,CU|FF|SL|SI|CH,"{""CU"":0.307087,""FF"":0.275591,""SL"":0.215223,""SI"":0.141732,""CH"":0.060367}","{""FF"":105,""CU"":117,""SI"":54,""SL"":82,""CH"":23}","{""CU"":""Curveball"",""FF"":""Four-Seam Fastball"",""SL"":""Slider"",""SI"":""Sinker"",""CH"":""Changeup""}",True,,MLB_STATS_API_PRIOR_GAME_LIVE_FEED,v1 gameLog + v1.1 game feed/live,True,NONE,pitch-arsenal-capture-v1-report-only
2026-08-20,822861,594798,Jacob deGrom,TEX,WSH,2026-08-21T00:05:00+00:00,2026-08-20T04:23:54.558114+00:00,2026-08-20T04:25:05.599417+00:00,823995|822864|824162|822870|822874,5,5,5,0,419,419,1.0,FF|SL|CH|CU|SI,"{""FF"":0.429594,""SL"":0.374702,""CH"":0.090692,""CU"":0.071599,""SI"":0.033413}","{""FF"":180,""CH"":38,""SL"":157,""SI"":14,""CU"":30}","{""FF"":""Four-Seam Fastball"",""SL"":""Slider"",""CH"":""Changeup"",""CU"":""Curveball"",""SI"":""Sinker""}",True,,MLB_STATS_API_PRIOR_GAME_LIVE_FEED,v1 gameLog + v1.1 game feed/live,True,NONE,pitch-arsenal-capture-v1-report-only
2026-08-20,824153,680570,Grayson Rodriguez,LAA,HOU,2026-08-21T00:10:00+00:00,2026-08-20T04:23:54.897017+00:00,2026-08-20T04:25:05.599417+00:00,823993|823835|824805|824002|823196,5,5,5,0,448,448,1.0,FF|CH|SL|CU,"{""FF"":0.522321,""CH"":0.252232,""SL"":0.158482,""CU"":0.066964}","{""FF"":234,""CH"":113,""SL"":71,""CU"":30}","{""FF"":""Four-Seam Fastball"",""CH"":""Changeup"",""SL"":""Slider"",""CU"":""Curveball""}",True,,MLB_STATS_API_PRIOR_GAME_LIVE_FEED,v1 gameLog + v1.1 game feed/live,True,NONE,pitch-arsenal-capture-v1-report-only
2026-08-20,824153,663567,Peter Lambert,HOU,LAA,2026-08-21T00:10:00+00:00,2026-08-20T04:23:55.661883+00:00,2026-08-20T04:25:05.599417+00:00,824159|823267|824163|824003|824166,5,5,5,0,455,455,1.0,FF|CH|SI|FC|ST|SV|SL,"{""FF"":0.30989,""CH"":0.250549,""SI"":0.12967,""FC"":0.107692,""ST"":0.092308,""SV"":0.07033,""SL"":0.03956}","{""FF"":141,""SI"":59,""CH"":114,""ST"":42,""FC"":49,""SV"":32,""SL"":18}","{""FF"":""Four-Seam Fastball"",""CH"":""Changeup"",""SI"":""Sinker"",""FC"":""Cutter"",""ST"":""Sweeper"",""SV"":""Slurve"",""SL"":""Slider""}",True,,MLB_STATS_API_PRIOR_GAME_LIVE_FEED,v1 gameLog + v1.1 game feed/live,True,NONE,pitch-arsenal-capture-v1-report-only
