Date,Settled Legs,Hits,Hit Rate,Top 2 All Hit,Top 3 All Hit,Top 5 All Hit,Report Only,Production Authority,Postmortem Version
2026-08-16,5,3,0.6,False,False,False,True,NONE,top-plays-postmortem-v1
