Status,Future_Eligible_Projection_Rows,Future_Resolved_Starts,Required_Global_Starts,Future_Resolved_Days,Required_Global_Days,Future_Distinct_Pitchers,Required_Global_Pitchers,Future_Distinct_Opponents,Required_Global_Opponents,Source_Coverage,Required_Source_Coverage,Rules_Preregistered,Rules_With_Min_Starts,Rules_Ready_For_Manual_Review,Recommended_Action,Preregistered_Game_Date,First_Eligible_Game_Date,Report_Only,Production_Authority,No_Projection_Adjustment,No_Auto_Promotion,Automatic_Decision_Allowed,Supporting_Diagnostic_Only,Promotion_Row_Registered,Evaluation_Version
WAITING_FOR_FIRST_ELIGIBLE_GAME,0,0,60,0,10,0,20,0,15,,0.95,3,0,0,WAIT_FOR_2026_08_23_AND_CAPTURE_PREGAME_CONTEXT,2026-08-22,2026-08-23,True,NONE,True,True,False,True,False,outs-opponent-pressure-audit-v1-preregistered-report-only
