Generated_At_UTC,Queue_Status,Total_Cases,Pending_Cases,Pending_Lanes,Non_Pending_Cases,Control_Violation_Cases,Report_Only,Production_Authority,No_Auto_Promotion,Automatic_Decision_Allowed,Queue_Version
2026-08-22T05:38:00+00:00,NO_PENDING_REVIEW,5,0,0,5,0,True,NONE,True,False,research-manual-review-queue-v1-report-only
