Status,Future_Resolved_Starts,Required_Global_Starts,Future_Resolved_Days,Required_Global_Days,Future_Distinct_Pitchers,Required_Global_Pitchers,Rules_Preregistered,Rules_With_Min_Starts,Rules_Ready_For_Manual_Review,Underindex_Rules,Recommended_Action,Preregistered_Game_Date,First_Eligible_Game_Date,Report_Only,Production_Authority,No_Projection_Adjustment,No_Auto_Promotion,Automatic_Decision_Allowed,Supporting_Diagnostic_Only,Promotion_Row_Registered,Evaluation_Version
WAITING_FOR_FUTURE_DATA,0,60,0,10,0,20,3,0,0,0,COLLECT_FUTURE_ONLY_EVIDENCE,2026-08-22,2026-08-23,True,NONE,True,True,False,True,False,projection-underperformer-forward-challenger-v1-preregistered-report-only
