game_date,game_pk,pitcher_id,player,team,opponent,Opponent_K_Rate,Opponent_K_Delta_PP,Matchup_PA,Lineup_State,Data_Quality,Quality_Band,Neutral_Opponent_Projection,Applied_Projection,Matchup_Adjustment_K,Actual_Strikeouts,Cap_K,Capped_Adjustment_K,Cap_Was_Binding,Capped_Projection,Applied_Absolute_Error,Capped_Absolute_Error,Neutral_Absolute_Error,Applied_Error,Capped_Error,Neutral_Error,Capped_Win_vs_Applied,Applied_Win_vs_Capped,Capped_Applied_Tie,Capped_Win_vs_Neutral,Neutral_Win_vs_Capped,Capped_Neutral_Tie,Evidence_Lane,Counts_For_Promotion,Report_Only,Production_Authority,Validation_Version
2026-08-18,823749,682243,Bryce Miller,SEA,MIL,0.2299280301399021,0.5928030139902091,2504.0,CONFIRMED,65,60–69,5.376236749177648,5.4469117040175,0.0706749548398519,3.0,0.1,0.0706749548398519,False,5.4469117040175,2.4469117040175004,2.4469117040175004,2.3762367491776484,2.4469117040175004,2.4469117040175004,2.3762367491776484,False,False,True,False,True,False,FORWARD_OOS,True,True,NONE,opponent-matchup-boost-cap-shadow-v1
2026-08-18,822859,800600,Jackson Kent,WSH,TEX,0.2485143545822505,2.451435458225052,736.0,CONFIRMED,46,<60,4.379704447067351,4.6131389371797855,0.233434490112435,3.0,0.1,0.1,True,4.479704447067351,1.6131389371797855,1.479704447067351,1.3797044470673514,1.6131389371797855,1.479704447067351,1.3797044470673514,True,False,False,False,True,False,FORWARD_OOS,True,True,NONE,opponent-matchup-boost-cap-shadow-v1
2026-08-18,824639,592332,Kevin Gausman,CHC,CHW,0.2301277648672003,0.6127764867200375,2602.0,CONFIRMED,79,70–79,5.42392970943327,5.497617917478005,0.0736882080447349,5.0,0.1,0.0736882080447349,False,5.497617917478005,0.49761791747800466,0.49761791747800466,0.4239297094332697,0.49761791747800466,0.49761791747800466,0.4239297094332697,False,False,True,False,True,False,FORWARD_OOS,True,True,NONE,opponent-matchup-boost-cap-shadow-v1
2026-08-18,824319,641778,Eric Lauer,LAD,COL,0.2482031276164885,2.4203127616488547,851.0,CONFIRMED,68,60–69,4.214312021920208,4.436150818968063,0.2218387970478552,6.0,0.1,0.1,True,4.314312021920208,1.5638491810319373,1.685687978079792,1.7856879780797916,-1.5638491810319373,-1.685687978079792,-1.7856879780797916,False,True,False,True,False,False,FORWARD_OOS,True,True,NONE,opponent-matchup-boost-cap-shadow-v1
2026-08-19,823342,695549,Jackson Jobe,DET,PIT,0.2340887367743372,1.0088736774337277,2207.0,CONFIRMED,62,60–69,4.412179057637437,4.510444868440044,0.0982658108026068,3.0,0.1,0.0982658108026068,False,4.510444868440044,1.510444868440044,1.510444868440044,1.4121790576374371,1.510444868440044,1.510444868440044,1.4121790576374371,False,False,True,False,True,False,FORWARD_OOS,True,True,NONE,opponent-matchup-boost-cap-shadow-v1
2026-08-19,824640,605280,Clay Holmes,CHC,CHW,0.2319221946651646,0.7922194665164611,2597.0,CONFIRMED,79,70–79,4.405919379343309,4.483154365728499,0.0772349863851902,1.0,0.1,0.0772349863851902,False,4.483154365728499,3.483154365728499,3.483154365728499,3.4059193793433087,3.483154365728499,3.483154365728499,3.4059193793433087,False,False,True,False,True,False,FORWARD_OOS,True,True,NONE,opponent-matchup-boost-cap-shadow-v1
2026-08-19,824801,701542,Will Warren,NYY,BAL,0.2548278213025437,3.082782130254372,2300.0,CONFIRMED,78,70–79,5.019997927536065,5.35430306156303,0.3343051340269651,5.0,0.1,0.1,True,5.1199979275360645,0.35430306156303004,0.11999792753606453,0.019997927536064886,0.35430306156303004,0.11999792753606453,0.019997927536064886,True,False,False,False,True,False,FORWARD_OOS,True,True,NONE,opponent-matchup-boost-cap-shadow-v1
2026-08-19,824801,605135,Chris Bassitt,BAL,NYY,0.2457296003453145,2.172960034531452,2199.0,CONFIRMED,79,70–79,4.530814938285171,4.745489881531514,0.2146749432463428,6.0,0.1,0.1,True,4.63081493828517,1.2545101184684864,1.3691850617148296,1.4691850617148292,-1.2545101184684864,-1.3691850617148296,-1.4691850617148292,False,True,False,True,False,False,FORWARD_OOS,True,True,NONE,opponent-matchup-boost-cap-shadow-v1
2026-08-19,824394,800048,Parker Messick,CLE,SFG,0.2418164113785489,1.781641137854889,649.0,CONFIRMED,79,70–79,5.64599248374475,5.8662311594836645,0.2202386757389147,10.0,0.1,0.1,True,5.745992483744749,4.1337688405163355,4.254007516255251,4.35400751625525,-4.1337688405163355,-4.254007516255251,-4.35400751625525,False,True,False,True,False,False,FORWARD_OOS,True,True,NONE,opponent-matchup-boost-cap-shadow-v1
2026-08-19,824476,669461,Matthew Liberatore,STL,CIN,0.2432119218317438,1.9211921831743808,708.0,CONFIRMED,79,70–79,4.8330562743105965,5.0360527737266665,0.20299649941607,9.0,0.1,0.1,True,4.933056274310596,3.9639472262733335,4.066943725689404,4.1669437256894035,-3.9639472262733335,-4.066943725689404,-4.1669437256894035,False,True,False,True,False,False,FORWARD_OOS,True,True,NONE,opponent-matchup-boost-cap-shadow-v1
2026-08-19,822860,676917,Cade Cavalli,WSH,TEX,0.2300949677244176,0.6094967724417616,2086.0,CONFIRMED,79,70–79,5.522361212857882,5.596987811813542,0.0746265989556604,11.0,0.1,0.0746265989556604,False,5.596987811813542,5.403012188186458,5.403012188186458,5.477638787142118,-5.403012188186458,-5.403012188186458,-5.477638787142118,False,False,True,True,False,False,FORWARD_OOS,True,True,NONE,opponent-matchup-boost-cap-shadow-v1
2026-08-20,824474,700241,Michael McGreevy,STL,CIN,0.2462819417637208,2.2281941763720865,1978.0,CONFIRMED,79,70–79,4.606601703534501,4.830287037029995,0.223685333495494,4.0,0.1,0.1,True,4.706601703534501,0.8302870370299953,0.7066017035345009,0.6066017035345013,0.8302870370299953,0.7066017035345009,0.6066017035345013,True,False,False,False,True,False,FORWARD_OOS,True,True,NONE,opponent-matchup-boost-cap-shadow-v1
2026-08-20,824589,656550,Grant Holmes,ATL,CHW,0.2290283045300412,0.5028304530041217,2665.0,CONFIRMED,78,70–79,4.356856399507127,4.405485902472372,0.0486295029652454,3.0,0.1,0.0486295029652454,False,4.405485902472373,1.405485902472372,1.405485902472373,1.3568563995071274,1.405485902472372,1.405485902472373,1.3568563995071274,False,True,True,False,True,False,FORWARD_OOS,True,True,NONE,opponent-matchup-boost-cap-shadow-v1
2026-08-20,823747,669923,George Kirby,SEA,MIL,0.2357644316335506,1.1764431633550592,2319.0,CONFIRMED,78,70–79,5.261747928597218,5.398152790286933,0.1364048616897148,3.0,0.1,0.1,True,5.361747928597218,2.3981527902869333,2.361747928597218,2.2617479285972184,2.3981527902869333,2.361747928597218,2.2617479285972184,True,False,False,False,True,False,FORWARD_OOS,True,True,NONE,opponent-matchup-boost-cap-shadow-v1
2026-08-20,824802,543037,Gerrit Cole,NYY,BAL,0.2434323787005277,1.943237870052772,2171.0,CONFIRMED,66,60–69,5.631133701927339,5.870309529353726,0.2391758274263873,8.0,0.1,0.1,True,5.731133701927338,2.129690470646274,2.2688662980726617,2.3688662980726614,-2.129690470646274,-2.2688662980726617,-2.3688662980726614,False,True,False,True,False,False,FORWARD_OOS,True,True,NONE,opponent-matchup-boost-cap-shadow-v1
2026-08-20,824802,680694,Kyle Bradish,BAL,NYY,0.2379503675061057,1.3950367506105703,2229.0,CONFIRMED,79,70–79,5.054581217575082,5.209599773673959,0.1550185560988772,5.0,0.1,0.1,True,5.154581217575082,0.20959977367395943,0.1545812175750818,0.054581217575082164,0.20959977367395943,0.1545812175750818,0.054581217575082164,True,False,False,False,True,False,FORWARD_OOS,True,True,NONE,opponent-matchup-boost-cap-shadow-v1
2026-08-20,822861,674841,Andrew Alvarez,WSH,TEX,0.2457643853597612,2.176438535976119,760.0,CONFIRMED,66,60–69,4.402544958633888,4.6114686913474525,0.2089237327135649,5.0,0.1,0.1,True,4.502544958633887,0.3885313086525475,0.49745504136611274,0.5974550413661124,-0.3885313086525475,-0.49745504136611274,-0.5974550413661124,False,True,False,True,False,False,FORWARD_OOS,True,True,NONE,opponent-matchup-boost-cap-shadow-v1
2026-08-20,824153,663567,Peter Lambert,HOU,LAA,0.229241862768066,0.5241862768066013,2095.0,CONFIRMED,76,70–79,5.308724040419932,5.370480024115135,0.0617559836952033,3.0,0.1,0.0617559836952033,False,5.370480024115135,2.3704800241151354,2.3704800241151354,2.308724040419932,2.3704800241151354,2.3704800241151354,2.308724040419932,False,False,True,False,True,False,FORWARD_OOS,True,True,NONE,opponent-matchup-boost-cap-shadow-v1
