game_date,game_pk,pitcher_id,player,team,opponent,Lineup_Source,Lineup_Captured_At_UTC,Game_Time_UTC,Lineage,Authentic_Pregame_Pair,OOS_Eligible,Preconfirm_Projection,Confirmed_Projection,Projection_Delta,Actual_Strikeouts,Materiality_Action,Materiality_Projection,Materiality_Changed,Preconfirm_Absolute_Error,Confirmed_Absolute_Error,Materiality_Absolute_Error,Preconfirm_Error,Confirmed_Error,Materiality_Error,Materiality_Win_vs_Confirmed,Confirmed_Win_vs_Materiality,Materiality_Confirmed_Tie,Evidence_Lane,Counts_For_Promotion,Frozen_Materiality_K,Derivation_Cutoff_Date,Report_Only,Production_Authority,Validation_Version
2026-08-14,823346,696149,Bubba Chandler,PIT,BOS,CONFIRMED_LINEUP,2026-08-14 19:41:10.208409+00:00,2026-08-14 22:40:00+00:00,PRE_GAME_CAPTURE,True,True,4.578395173644202,4.53317940662322,-0.0452157670209816,5.0,REVERT_IMMATERIAL_TO_PRECONFIRM,4.578395173644202,True,0.4216048263557983,0.46682059337677995,0.4216048263557983,-0.4216048263557983,-0.46682059337677995,-0.4216048263557983,True,False,False,DERIVATION_BACKTEST,False,0.15,2026-08-17,True,NONE,lineup-materiality-shadow-v1
2026-08-14,824237,656794,Sean Newcomb,CHW,DET,CONFIRMED_LINEUP,2026-08-14 18:48:39.426868+00:00,2026-08-14 22:40:00+00:00,PRE_GAME_CAPTURE,True,True,4.30251554439311,4.293658542998768,-0.0088570013943414,2.0,REVERT_IMMATERIAL_TO_PRECONFIRM,4.30251554439311,True,2.30251554439311,2.2936585429987684,2.30251554439311,2.30251554439311,2.2936585429987684,2.30251554439311,False,True,False,DERIVATION_BACKTEST,False,0.15,2026-08-17,True,NONE,lineup-materiality-shadow-v1
2026-08-14,824237,695549,Jackson Jobe,DET,CHW,CONFIRMED_LINEUP,2026-08-14 19:41:10.674522+00:00,2026-08-14 22:40:00+00:00,PRE_GAME_CAPTURE,True,True,4.531694877066149,4.509072904569642,-0.0226219724965073,4.0,REVERT_IMMATERIAL_TO_PRECONFIRM,4.531694877066149,True,0.5316948770661494,0.509072904569642,0.5316948770661494,0.5316948770661494,0.509072904569642,0.5316948770661494,False,True,False,DERIVATION_BACKTEST,False,0.15,2026-08-17,True,NONE,lineup-materiality-shadow-v1
2026-08-14,823591,674841,Andrew Alvarez,WSH,NYM,CONFIRMED_LINEUP,2026-08-14 19:41:11.138044+00:00,2026-08-14 23:10:00+00:00,PRE_GAME_CAPTURE,True,True,4.655559425578288,4.411414403822503,-0.2441450217557852,4.0,APPLY_CONFIRMED_MATERIAL,4.411414403822503,False,0.6555594255782884,0.41141440382250316,0.41141440382250316,0.6555594255782884,0.41141440382250316,0.41141440382250316,False,False,True,DERIVATION_BACKTEST,False,0.15,2026-08-17,True,NONE,lineup-materiality-shadow-v1
2026-08-14,823591,476594,Robert Stock,NYM,WSH,CONFIRMED_LINEUP,2026-08-14 20:43:55.675854+00:00,2026-08-14 23:10:00+00:00,PRE_GAME_CAPTURE,True,True,4.317257140431908,4.350693049617538,0.0334359091856306,5.0,REVERT_IMMATERIAL_TO_PRECONFIRM,4.317257140431908,True,0.6827428595680924,0.6493069503824618,0.6827428595680924,-0.6827428595680924,-0.6493069503824618,-0.6827428595680924,False,True,False,DERIVATION_BACKTEST,False,0.15,2026-08-17,True,NONE,lineup-materiality-shadow-v1
2026-08-14,824399,650633,Michael King,SDP,CLE,CONFIRMED_LINEUP,2026-08-14 19:41:11.779545+00:00,2026-08-14 23:10:00+00:00,PRE_GAME_CAPTURE,True,True,4.745971027844099,4.756564500312371,0.0105934724682716,4.0,REVERT_IMMATERIAL_TO_PRECONFIRM,4.745971027844099,True,0.7459710278440994,0.7565645003123711,0.7459710278440994,0.7459710278440994,0.7565645003123711,0.7459710278440994,True,False,False,DERIVATION_BACKTEST,False,0.15,2026-08-17,True,NONE,lineup-materiality-shadow-v1
2026-08-14,824399,668909,Gavin Williams,CLE,SDP,CONFIRMED_LINEUP,2026-08-14 20:05:24.679227+00:00,2026-08-14 23:10:00+00:00,PRE_GAME_CAPTURE,True,True,5.810501297244628,5.778883370854544,-0.0316179263900844,5.0,REVERT_IMMATERIAL_TO_PRECONFIRM,5.810501297244628,True,0.8105012972446284,0.778883370854544,0.8105012972446284,0.8105012972446284,0.778883370854544,0.8105012972446284,False,True,False,DERIVATION_BACKTEST,False,0.15,2026-08-17,True,NONE,lineup-materiality-shadow-v1
2026-08-14,824882,694297,Brandon Pfaadt,ARI,ATL,CONFIRMED_LINEUP,2026-08-14 19:41:12.480351+00:00,2026-08-14 23:15:00+00:00,PRE_GAME_CAPTURE,True,True,4.701965735730616,4.695923424536369,-0.0060423111942471,7.0,REVERT_IMMATERIAL_TO_PRECONFIRM,4.701965735730616,True,2.2980342642693836,2.3040765754636308,2.2980342642693836,-2.2980342642693836,-2.3040765754636308,-2.2980342642693836,True,False,False,DERIVATION_BACKTEST,False,0.15,2026-08-17,True,NONE,lineup-materiality-shadow-v1
2026-08-14,822777,543037,Gerrit Cole,NYY,TOR,CONFIRMED_LINEUP,2026-08-14 19:41:12.903971+00:00,2026-08-14 23:15:00+00:00,PRE_GAME_CAPTURE,True,True,5.07889103064942,5.1837125225898735,0.1048214919404531,5.0,REVERT_IMMATERIAL_TO_PRECONFIRM,5.07889103064942,True,0.07889103064942038,0.18371252258987347,0.07889103064942038,0.07889103064942038,0.18371252258987347,0.07889103064942038,True,False,False,DERIVATION_BACKTEST,False,0.15,2026-08-17,True,NONE,lineup-materiality-shadow-v1
2026-08-14,822777,669456,Shane Bieber,TOR,NYY,CONFIRMED_LINEUP,2026-08-14 20:43:55.971743+00:00,2026-08-14 23:15:00+00:00,PRE_GAME_CAPTURE,True,True,4.758458272469989,4.789902636901819,0.03144436443183,5.0,REVERT_IMMATERIAL_TO_PRECONFIRM,4.758458272469989,True,0.24154172753001113,0.21009736309818106,0.24154172753001113,-0.24154172753001113,-0.21009736309818106,-0.24154172753001113,False,True,False,DERIVATION_BACKTEST,False,0.15,2026-08-17,True,NONE,lineup-materiality-shadow-v1
