Status,Resolved_Starts,Required_Starts,Resolved_Days,Required_Days,Distinct_Pitchers,Required_Pitchers,Beat_Projection_Rate,Material_Crusher_Rate,Mean_K_Residual,Cohorts_Tracked,Ready_For_Manual_Review,Recommended_Action,Reason,Report_Only,Production_Authority,No_Projection_Adjustment,Research_Version
LEARNING,237,60,9,10,166,20,0.4177215189873418,0.15611814345991562,-0.21144228959671207,20,False,COLLECT_EXACT_PROJECTION_CRUSHER_EVIDENCE,Need days 9/10 before freezing any Crusher-aware challenger.,True,NONE,True,projection-crusher-shadow-v1-report-only
