game_date,captured_at_utc,Milestone,Actual_Hit,Prior_Eligible_Starts,Candidate_SIM_Weight,Candidate_MATH_Weight,Baseline_Probability,Candidate_Probability,Baseline_Brier,Candidate_Brier,Candidate_Won,Replay_Version
2026-08-14,2026-08-14T20:05:25.424227+00:00,8,0.0,43,0.5722222222222222,0.4277777777777778,0.13060913465328275,0.1294464818700308,0.017058746054879344,0.01675639166852821,True,calibration-shadow-replay-v1
2026-08-14,2026-08-14T20:05:25.424227+00:00,9,0.0,43,0.4277777777777778,0.5722222222222222,0.0641804388208015,0.06523494665047283,0.004119128727230644,0.004255598264490036,False,calibration-shadow-replay-v1
2026-08-14,2026-08-14T20:05:25.424227+00:00,10,0.0,43,0.4277777777777778,0.5722222222222222,0.02873843670365405,0.029463322005292968,0.0008258977441699303,0.0008680873435875808,False,calibration-shadow-replay-v1
2026-08-14,2026-08-14T20:43:55.675854+00:00,3,1.0,43,0.4277777777777778,0.5722222222222222,0.8158081642004029,0.814492010140461,0.03392663237522573,0.034413214301726815,False,calibration-shadow-replay-v1
2026-08-14,2026-08-14T20:43:55.675854+00:00,4,1.0,43,0.4277777777777778,0.5722222222222222,0.6363997033107749,0.6353134382334423,0.13220517575249252,0.13299628833311328,False,calibration-shadow-replay-v1
2026-08-14,2026-08-14T20:43:55.675854+00:00,5,1.0,43,0.4277777777777778,0.5722222222222222,0.4418275463802882,0.4410284141907742,0.3115564879798493,0.31244923374208067,False,calibration-shadow-replay-v1
2026-08-14,2026-08-14T20:43:55.675854+00:00,6,0.0,43,0.4277777777777778,0.5722222222222222,0.26837198082489677,0.26851237805515965,0.07202352009187876,0.07209889716883698,False,calibration-shadow-replay-v1
2026-08-14,2026-08-14T20:43:55.675854+00:00,7,0.0,43,0.5722222222222222,0.4277777777777778,0.14529589925083408,0.14480826935904695,0.02111089833910853,0.020969434874762296,True,calibration-shadow-replay-v1
2026-08-14,2026-08-14T20:43:55.675854+00:00,8,0.0,43,0.5722222222222222,0.4277777777777778,0.06973530993521405,0.06913798738901647,0.004863013451760364,0.0047800613002038006,True,calibration-shadow-replay-v1
2026-08-14,2026-08-14T20:43:55.675854+00:00,9,0.0,43,0.4277777777777778,0.5722222222222222,0.0304989516827676,0.03090035581472292,0.0009301860537477926,0.0009548319894764805,False,calibration-shadow-replay-v1
