Market,Status,Resolved_Starts,Resolved_Days,Distinct_Venues,Source_Matched_Starts,Source_Coverage,Low_Bucket_Starts,High_Bucket_Starts,Low_Bucket_Mean_Residual,High_Bucket_Mean_Residual,High_Minus_Low_Mean_Residual,Residual_Per_10_Factor_Points,Residual_Factor_Correlation,Evidence_Direction,Expected_Direction,Ready_For_Manual_Review,Reason,Recommended_Action,First_Eligible_Game_Date,Report_Only,Production_Authority,No_Projection_Adjustment,No_Auto_Promotion,Automatic_Decision_Allowed,Supporting_Diagnostic_Only,Promotion_Row_Registered,Evaluation_Version
K,LEARNING,0,0,0,0,0.0,0,0,,,,,,LEARNING,POSITIVE,False,No resolved starts on or after 2026-08-23.,COLLECT_FORWARD_PARK_RESIDUAL_EVIDENCE; NO_PRODUCTION_ADJUSTMENT,2026-08-23,True,NONE,True,True,False,True,False,park-context-audit-v1-preregistered-report-only
H,LEARNING,0,0,0,0,0.0,0,0,,,,,,LEARNING,POSITIVE,False,No resolved starts on or after 2026-08-23.,COLLECT_FORWARD_PARK_RESIDUAL_EVIDENCE; NO_PRODUCTION_ADJUSTMENT,2026-08-23,True,NONE,True,True,False,True,False,park-context-audit-v1-preregistered-report-only
OUTS,LEARNING,0,0,0,0,0.0,0,0,,,,,,LEARNING,NEGATIVE,False,No resolved starts on or after 2026-08-23.,COLLECT_EXPLORATORY_OBP_PARK_SIGNAL; SEPARATE_PREREGISTRATION_REQUIRED_BEFORE_ANY_OUTS_CHALLENGER,2026-08-23,True,NONE,True,True,False,True,False,park-context-audit-v1-preregistered-report-only
