Resolved_Starts,Resolved_Days,Opponents,Mean_Score_Delta,Median_Score_Delta,Mean_K_Residual,MAE_K_Residual,Spearman_ScoreDelta_KResidual,Pearson_ScoreDelta_KResidual,Bottom_Quartile_Mean_Residual,Top_Quartile_Mean_Residual,TopMinusBottom_Residual,Positive_Delta_Starts,Positive_Delta_Mean_Residual,NonPositive_Delta_Starts,NonPositive_Delta_Mean_Residual,Primary_Metric,Preregistered_Game_Date,Report_Only,Production_Authority,No_Projection_Adjustment,Evaluation_Version
0,0,0,,,,,,,,,,0,,0,,SPEARMAN_SCORE_DELTA_VS_K_RESIDUAL,2026-08-18,True,NONE,True,pitch-mix-whiff-forward-eval-v1-preregistered-report-only
