Finding,Early_Read,Boost_Starts,Observed_Days,Distinct_Opponents,Applied_MAE,Neutral_MAE,Relative_MAE_Improvement,Applied_Win_Share,Neutral_Win_Share,Tie_Share,Applied_Bias,Neutral_Bias,Bias_Abs_Change,Applied_Overprediction_Rate,Neutral_Overprediction_Rate,Overprediction_Rate_Change,Mean_Boost_K,Median_Boost_K,Mean_Opponent_K_Delta_PP,Mean_Matchup_PA,Reason,Recommended_Action,Manual_Review_Ready,Report_Only,Production_Authority,Validation_Version
TOO HOT,LEAN_TOO_HOT,76,11,16,1.8170171321651383,1.8119734637076135,-0.002783522252696004,0.4605263157894737,0.5394736842105263,0.0,0.08522377048353069,-0.08284327823534769,0.002380492248183,0.5526315789473685,0.5394736842105263,0.013157894736842146,0.16806704871887837,0.19051980439842925,1.5730110942866151,1601.657894736842,"Positive matchup boosts fail at least two of the MAE, head-to-head, and absolute-bias guardrails versus neutral. This is a manual-review signal only.",MANUAL_REVIEW_DO_NOT_RETUNE_AUTOMATICALLY,True,True,NONE,opponent-matchup-boost-stress-v1-report-only
