Status,Projection_Rows,Handedness_Context_Rows,Pitch_Arsenal_Rows,Pitch_Arsenal_Eligible_Rows,Batter_Whiff_Rows,Batter_Whiff_Eligible_Rows,Batter_Whiff_Current_Lineage_Rows,Satisfied_Requirements,Required_Requirements,Missing_Requirements,Historical_Backfill_Allowed,Reason,Recommended_Action,Report_Only,Production_Authority,Validation_Version
READY_FOR_REPORT_ONLY_VALIDATION_DESIGN,340,105,102,102,147,147,75,5,5,,False,"Frozen pitcher arsenal, current-lineage batter Whiff% by pitch type, capture timestamps, and lineup fingerprinting are all persisted.",OPEN_REPORT_ONLY_PITCH_MIX_VALIDATION_DESIGN,True,NONE,pitch-mix-readiness-v3-report-only
