Finding,Early_Read,Boost_Starts,Observed_Days,Distinct_Opponents,Applied_MAE,Neutral_MAE,Relative_MAE_Improvement,Applied_Win_Share,Neutral_Win_Share,Tie_Share,Applied_Bias,Neutral_Bias,Bias_Abs_Change,Applied_Overprediction_Rate,Neutral_Overprediction_Rate,Overprediction_Rate_Change,Mean_Boost_K,Median_Boost_K,Mean_Opponent_K_Delta_PP,Mean_Matchup_PA,Reason,Recommended_Action,Manual_Review_Ready,Report_Only,Production_Authority,Validation_Version
TOO HOT,LEAN_TOO_HOT,75,10,16,1.8267886014541177,1.8186614197336444,-0.004468771169986997,0.4533333333333333,0.5466666666666666,0.0,0.10081551322986673,-0.06647616512174855,0.03433934810811819,0.56,0.5466666666666666,0.01333333333333342,0.16729167835161526,0.1887166927779819,1.5734432941129861,1592.5733333333333,"Positive matchup boosts fail at least two of the MAE, head-to-head, and absolute-bias guardrails versus neutral. This is a manual-review signal only.",MANUAL_REVIEW_DO_NOT_RETUNE_AUTOMATICALLY,True,True,NONE,opponent-matchup-boost-stress-v1-report-only
