Season,Metric,Evaluated_Starts,Workload_v1_MAE,Global_v2_MAE,Leash_v21_MAE,Leash_v21_RMSE,Global_v2_Bias,Leash_v21_Bias,Relative_MAE_vs_Workload_v1,Relative_MAE_vs_Global_v2,Leash_Adjusted_Starts,Leash_Win_Share_vs_Workload_v1,Leash_Win_Share_vs_Global_v2,Leash_Status,Candidate_Version
2025,PITCHES,1720,8.605368496009453,8.421497935670269,8.405822586613564,11.715563658961617,0.6071042177400336,0.17258400421304787,0.023188537421543757,0.0018613492725932251,1627,0.5654578979717271,0.4960049170251998,MIXED,workload-v2.1-leash-candidate
2025,BF,1720,2.55774055125089,2.54398009957734,2.540087062493395,3.3678797864679733,0.16545083019943296,0.10301303571831341,0.006901985718943009,0.0015302938433330293,1627,0.5236631837738168,0.5156730178242164,MIXED,workload-v2.1-leash-candidate
2025,OUTS,1720,2.78431201613729,2.775996946082317,2.7683971659602395,3.613179802339255,0.10267820854043694,0.08488035319468572,0.0057159004036944775,0.0027376759663957344,1627,0.505838967424708,0.5021511985248924,HELPING,workload-v2.1-leash-candidate
2026,PITCHES,1658,9.241858088357674,9.168551928827304,9.075161074451373,12.704093894014564,-0.27547930742832505,-0.3074960953767468,0.018037175242530047,0.010185998301683425,1562,0.5256081946222791,0.4852752880921895,MIXED,workload-v2.1-leash-candidate
2026,BF,1658,2.726403330490974,2.699129397932016,2.6927253880470112,3.6507202375484757,-0.08169465489930962,-0.028058858927382708,0.01235251661679054,0.002372620553098051,1562,0.5403329065300896,0.499359795134443,MIXED,workload-v2.1-leash-candidate
2026,OUTS,1658,2.7759903974222775,2.76505641205368,2.7610857548487986,3.643016906417307,-0.056836094080719296,-0.025400553379881383,0.005369126127856572,0.0014360130909344892,1562,0.5243277848911652,0.5019206145966709,MIXED,workload-v2.1-leash-candidate
