Evidence_Status,Paired_Starts,Authentic_Pregame_Pairs,OOS_Paired_Starts,Observed_Days,Distinct_Opponents,Preconfirm_MAE,Confirmed_MAE,Relative_MAE_Improvement,Confirmed_Win_Share,Confirmed_Loss_Share,Preconfirm_Bias,Confirmed_Bias,Mean_Absolute_Projection_Delta,Reason,Manual_Review_Ready,Recommended_Action,Report_Only,Production_Authority,Validation_Version
SUPPORTED,251,251,223,10,30,1.7996139744368964,1.7905351015293793,0.005044900204421828,0.5336322869955157,0.4663677130044843,0.144378696271939,0.16714728337025195,0.09342763263791941,"Authentic walk-forward sample clears the minimum MAE, win-share, and bias guardrails.",False,KEEP_AND_MONITOR,True,NONE,lineup-k-walkforward-v2-lineage-safe-report-only
