Overall_Status,Total_Stages,Current_Stages,Stale_Stages,Missing_Stages,Control_Violation_Stages,All_Report_Only,All_Production_Authority_None,No_Auto_Promotion,Freshness_Version
STALE,7,6,1,0,0,True,True,True,research-pipeline-freshness-v4-governance-v2-report-only
