Game_Date,Pitcher,Pitcher_ID,Projection,K_Target,Target_Label,Projection_Headroom,Actual_K,Ladder_Win,Target_Probability,Brier,Confidence,Data_Quality,Opponent_K_Pct,Headroom_Bucket,Quality_Bucket,Opponent_K_Bucket,Report_Only,Production_Authority,No_Projection_Adjustment,Research_Version
2026-08-15,Randy Dobnak,677976,4.623363071899023,4,4+,0.6233630718990231,6.0,True,0.6850322630626892,0.09920467531141104,MEDIUM,52,23.11314232678908,0.50-0.74,50-74,MID_K_22-24.9,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-15,Reid Detmers,672282,5.304542788020525,5,5+,0.3045427880205249,11.0,True,0.6106868840594004,0.15156470224337873,HIGH,79,21.19918859407736,0.25-0.49,75-89,LOW_K_<22,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-15,MacKenzie Gore,669022,5.728918305023873,5,5+,0.728918305023873,5.0,True,0.6805286606241763,0.10206193668258275,HIGH,79,22.804660450717712,0.50-0.74,75-89,MID_K_22-24.9,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-15,J.T. Ginn,669372,5.2555044065094165,5,5+,0.2555044065094165,7.0,True,0.6056588834603529,0.15550491619373552,HIGH,76,22.51241168839586,0.25-0.49,75-89,MID_K_22-24.9,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-16,Trevor Rogers,669432,4.653793981338421,4,4+,0.6537939813384206,6.0,True,0.6889548245032375,0.09674910119981177,HIGH,77,19.95954899794461,0.50-0.74,75-89,LOW_K_<22,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-16,Freddy Peralta,642547,5.157942880566768,5,5+,0.1579428805667682,2.0,False,0.5959993327795998,0.3552152046737282,HIGH,79,24.27081959527378,0.00-0.24,75-89,MID_K_22-24.9,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-16,Patrick Sandoval,663776,5.361548644646005,5,5+,0.361548644646005,6.0,True,0.6307752847520525,0.13632689034992793,MEDIUM,53,24.378865037344312,0.25-0.49,50-74,MID_K_22-24.9,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-16,Lake Bachar,669199,3.0540215443291974,3,3+,0.05402154432919737,4.0,True,0.5836707982107193,0.1733300042624996,MEDIUM,52,20.844726432873497,0.00-0.24,50-74,LOW_K_<22,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-16,Michael Soroka,647336,4.638304993677666,4,4+,0.6383049936776661,5.0,True,0.640896337828412,0.12895544018504598,HIGH,68,21.89442057067619,0.50-0.74,50-74,LOW_K_<22,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-16,Bryce Elder,693821,5.006204567084418,5,5+,0.006204567084417967,5.0,True,0.566190463611735,0.18819071386140143,HIGH,78,20.90183353450496,0.00-0.24,75-89,LOW_K_<22,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-16,Ryan Weathers,677960,5.199156922758577,5,5+,0.19915692275857744,4.0,False,0.5985650865794739,0.3582801628718931,HIGH,78,20.935077406984973,0.00-0.24,75-89,LOW_K_<22,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-16,Dylan Cease,656302,6.797942636173971,6,6+,0.7979426361739712,10.0,True,0.6866530327561862,0.09818632188089574,HIGH,77,23.514686971575298,0.75-0.99,75-89,MID_K_22-24.9,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-16,Jake Irvin,663623,4.414384550836889,4,4+,0.4143845508368891,6.0,True,0.6529868645581896,0.12041811616915628,HIGH,65,22.07675214072664,0.25-0.49,50-74,MID_K_22-24.9,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-16,Christian Scott,681035,4.8926211615611,4,4+,0.8926211615610997,7.0,True,0.7262390042125064,0.07494508281456008,HIGH,70,20.43659138245001,0.75-0.99,50-74,LOW_K_<22,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-16,Casey Mize,663554,4.626856302479892,4,4+,0.6268563024798919,3.0,False,0.6765885532227918,0.45777207035211054,HIGH,71,19.598513905737644,0.50-0.74,50-74,LOW_K_<22,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-16,Tanner Bibee,676440,4.900820874019503,4,4+,0.9008208740195034,3.0,False,0.7271359934852468,0.528726753021777,HIGH,79,20.38183401030391,0.75-0.99,75-89,LOW_K_<22,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-16,Sean Burke,680732,5.372787716023881,5,5+,0.37278771602388083,2.0,False,0.6240310419855273,0.3894147413615429,HIGH,74,20.8863101822336,0.25-0.49,50-74,LOW_K_<22,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-16,Drew Anderson,623454,3.6685559209445335,3,3+,0.6685559209445335,5.0,True,0.6548439651229536,0.11913268841204486,MEDIUM,50,23.02129423398826,0.50-0.74,50-74,MID_K_22-24.9,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-16,Eury Pérez,691587,5.708494599050562,5,5+,0.708494599050562,5.0,True,0.6840609421484402,0.09981748827613128,HIGH,76,24.23788731635306,0.50-0.74,75-89,MID_K_22-24.9,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-16,Nick Lodolo,666157,4.500722335947863,4,4+,0.500722335947863,2.0,False,0.6632557382878985,0.43990817437182533,HIGH,64,21.48718983466159,0.50-0.74,50-74,LOW_K_<22,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-16,Andrew Painter,691725,4.161655880868947,4,4+,0.16165588086894722,2.0,False,0.6021541371933583,0.36258960493907777,HIGH,66,20.610453266920665,0.00-0.24,50-74,LOW_K_<22,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-16,Dean Kremer,665152,4.432639319822826,4,4+,0.432639319822826,6.0,True,0.6542786800447158,0.11952323107162399,HIGH,79,19.658705635002683,0.25-0.49,75-89,LOW_K_<22,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-16,Hunter Dobbins,690928,4.539976940292121,4,4+,0.5399769402921208,7.0,True,0.6659297088803297,0.1116029594087813,HIGH,70,22.71734598291316,0.50-0.74,50-74,MID_K_22-24.9,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-16,Edward Cabrera,665795,4.565164903313475,4,4+,0.5651649033134749,2.0,False,0.6755369477123826,0.45635016772456233,HIGH,65,20.90532564578737,0.50-0.74,50-74,LOW_K_<22,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-16,Gabriel Hughes,687312,4.825934159552915,4,4+,0.825934159552915,2.0,False,0.7263007622434341,0.5275127972353933,MEDIUM,53,20.79758689626684,0.75-0.99,50-74,LOW_K_<22,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-16,Blade Tidwell,694918,4.555084306412306,4,4+,0.5550843064123061,1.0,False,0.6755208846246001,0.4563284655640023,MEDIUM,50,21.918395943059203,0.50-0.74,50-74,LOW_K_<22,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-16,Cody Bradford,674003,4.845734792117946,4,4+,0.8457347921179457,4.0,True,0.7192517904371419,0.07881955717275047,MEDIUM,47,22.5022612070238,0.75-0.99,<50,MID_K_22-24.9,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-16,Jacob Lopez,682052,4.715502572247446,4,4+,0.7155025722474457,6.0,True,0.6676650981827281,0.11044648696589573,HIGH,68,23.76393557536326,0.50-0.74,50-74,MID_K_22-24.9,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-16,Noah Cameron,702070,5.700107394222463,5,5+,0.7001073942224627,8.0,True,0.6757004929574177,0.10517017026806186,HIGH,77,24.80854159188163,0.50-0.74,75-89,MID_K_22-24.9,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-16,Ryan Johnson,696270,4.119426045711611,4,4+,0.1194260457116112,4.0,True,0.5909991592165742,0.16728168776154922,HIGH,60,21.71398100632892,0.00-0.24,50-74,LOW_K_<22,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-16,Logan Henderson,701656,5.166586769096899,5,5+,0.16658676909689873,6.0,True,0.5932312301862741,0.16546083209577192,HIGH,68,21.070773457124137,0.00-0.24,50-74,LOW_K_<22,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-16,Tarik Skubal,669373,5.825653446777954,5,5+,0.8256534467779542,7.0,True,0.7031090124510261,0.08814425848780498,HIGH,71,21.702129383491613,0.75-0.99,50-74,LOW_K_<22,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-16,Bryan Woo,693433,5.01676483607724,5,5+,0.016764836077239664,5.0,True,0.5602173660957969,0.19340876508371835,HIGH,78,19.58200694342229,0.00-0.24,75-89,LOW_K_<22,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-16,Hunter Brown,686613,5.072816727384349,5,5+,0.07281672738434875,5.0,True,0.5826466238057282,0.17418384062075737,HIGH,62,20.74584306509969,0.00-0.24,50-74,LOW_K_<22,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-17,Rhett Lowder,695076,4.518264999827,4,4+,0.5182649998270001,5.0,True,0.6617108412907352,0.11443955490022215,HIGH,71,20.705664306645787,0.50-0.74,50-74,LOW_K_<22,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-17,Brandon Young,687064,4.714334282367846,4,4+,0.7143342823678456,3.0,False,0.7015351507973944,0.49215156780432284,HIGH,74,18.17085615990853,0.50-0.74,50-74,LOW_K_<22,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-17,Shane McClanahan,663556,4.666088442026614,4,4+,0.6660884420266138,3.0,False,0.6929807155204217,0.4802222720831957,HIGH,74,24.91752900254053,0.50-0.74,50-74,MID_K_22-24.9,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-17,Janson Junk,676083,3.993388375197344,3,3+,0.9933883751973438,2.0,False,0.7670849116861457,0.5884192617365419,HIGH,70,19.917622843470216,0.75-0.99,50-74,LOW_K_<22,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-17,Cristopher Sánchez,650911,5.963363872142812,5,5+,0.9633638721428124,6.0,True,0.7145762530787226,0.0814667153065814,HIGH,79,21.22279498272504,0.75-0.99,75-89,LOW_K_<22,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-17,Framber Valdez,664285,5.233219003117307,5,5+,0.23321900311730737,5.0,True,0.6015178891426551,0.15878799267332527,HIGH,79,23.233456482732347,0.00-0.24,75-89,MID_K_22-24.9,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-17,Carmen Mlodzinski,669387,3.587177619214837,3,3+,0.5871776192148368,3.0,True,0.6592414390257951,0.1161163968772109,HIGH,78,20.143891746063584,0.50-0.74,75-89,LOW_K_<22,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-17,Mitch Bratt,683352,4.223785431458687,4,4+,0.2237854314586869,0.0,False,0.5759023492227857,0.33166351584032344,MEDIUM,54,20.98643886745273,0.00-0.24,50-74,LOW_K_<22,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-17,Walker Buehler,621111,4.52204327956815,4,4+,0.52204327956815,4.0,True,0.6699508058898216,0.10893247053277823,HIGH,79,22.33840418631468,0.50-0.74,75-89,MID_K_22-24.9,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-17,Nolan McLean,690997,5.60565164504754,5,5+,0.6056516450475398,3.0,False,0.6669871538791641,0.4448718634398277,HIGH,79,20.28157710358378,0.50-0.74,75-89,LOW_K_<22,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-17,Mason Barnett,686930,4.215105119532577,4,4+,0.21510511953257705,2.0,False,0.5819077575583946,0.3386166383066394,MEDIUM,56,20.915771766309817,0.00-0.24,50-74,LOW_K_<22,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-17,Michael Wacha,608379,4.988548340582685,4,4+,0.9885483405826854,3.0,False,0.7459746051504759,0.5564781115294084,HIGH,79,19.53720233538478,0.75-0.99,75-89,LOW_K_<22,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-17,Martín Pérez,527048,3.997922197560462,3,3+,0.9979221975604622,3.0,True,0.7517550114502545,0.061625574340063285,HIGH,72,21.734016546000344,0.75-0.99,50-74,LOW_K_<22,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-17,Bailey Ober,641927,4.552692426074534,4,4+,0.5526924260745343,4.0,True,0.6503625870334073,0.12224632054597166,HIGH,71,21.653343010487905,0.50-0.74,50-74,LOW_K_<22,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-17,Luis Castillo,622491,4.958051101479114,4,4+,0.9580511014791142,1.0,False,0.7371783481006993,0.5434319169084757,HIGH,72,22.146204710436106,0.75-0.99,50-74,MID_K_22-24.9,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-17,Shota Imanaga,684007,5.318246670709621,5,5+,0.3182466707096214,10.0,True,0.6170572880387912,0.14664512064420532,HIGH,79,23.232344189016565,0.25-0.49,75-89,MID_K_22-24.9,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-17,Blake Snell,605483,5.358647602224803,5,5+,0.35864760222480285,5.0,True,0.5913835255926686,0.16696742315707733,HIGH,64,24.106763070938943,0.25-0.49,50-74,MID_K_22-24.9,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-17,Tomoyuki Sugano,608372,3.9399266163000446,3,3+,0.9399266163000446,3.0,True,0.7651087614372849,0.055173893953526336,HIGH,76,21.230136659301643,0.75-0.99,75-89,LOW_K_<22,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-17,Quinn Mathews,687273,5.397625398488667,5,5+,0.3976253984886666,7.0,True,0.6320015663810452,0.13542284714600428,MEDIUM,46,24.26701971652553,0.25-0.49,<50,MID_K_22-24.9,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-17,Andre Pallante,669467,5.035533662626852,5,5+,0.03553366262685209,5.0,True,0.5724537197314659,0.18279582177145995,HIGH,70,25.19924098671727,0.00-0.24,50-74,HIGH_K_25+,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-17,Kent Emanuel,592288,4.658534057548187,4,4+,0.6585340575481871,4.0,True,0.6904975447173063,0.09579176982601582,MEDIUM,46,20.633866695047804,0.50-0.74,<50,LOW_K_<22,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-17,Alec Gamboa,687941,4.689950643277936,4,4+,0.6899506432779363,1.0,False,0.6939752181049976,0.481601603343879,MEDIUM,46,20.817064666046907,0.50-0.74,<50,LOW_K_<22,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-18,Carlos Rodón,607074,5.61537454976998,5,5+,0.6153745497699799,4.0,False,0.6728037166210498,0.4526648410990978,HIGH,79,25.322880581845425,0.50-0.74,75-89,HIGH_K_25+,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-18,Shane Baz,669358,5.414982918719831,5,5+,0.41498291871983106,10.0,True,0.6376840288175156,0.13127286297390686,HIGH,79,24.43381865349852,0.25-0.49,75-89,MID_K_22-24.9,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-18,Keider Montero,672456,4.653182668769521,4,4+,0.6531826687695208,3.0,False,0.6901803764181751,0.47634895199273386,HIGH,74,23.88399289693152,0.50-0.74,50-74,MID_K_22-24.9,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-18,Braxton Ashcraft,677952,5.346787593098446,5,5+,0.34678759309844587,4.0,False,0.6267721858011464,0.3928433728939467,HIGH,79,20.55205269087232,0.25-0.49,75-89,LOW_K_<22,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-18,Carson Whisenhunt,687931,4.140867861084864,4,4+,0.14086786108486393,1.0,False,0.6012364846071816,0.36148531042280174,HIGH,60,20.724142860867417,0.00-0.24,50-74,LOW_K_<22,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-18,Foster Griffin,656492,5.459779377135535,5,5+,0.4597793771355354,6.0,True,0.6366893993933493,0.13199459251316523,HIGH,79,24.849948372494257,0.25-0.49,75-89,MID_K_22-24.9,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-18,Kyle Leahy,681517,4.94040689536778,4,4+,0.9404068953677802,6.0,True,0.7283763054342127,0.0737794314495681,HIGH,78,25.14447443843592,0.75-0.99,75-89,HIGH_K_25+,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-18,Andrew Abbott,671096,4.409029753133487,4,4+,0.40902975313348744,6.0,True,0.6541143289488854,0.11963689743847983,HIGH,79,19.399353336394565,0.25-0.49,75-89,LOW_K_<22,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-18,José Soriano,667755,4.674917674843069,4,4+,0.6749176748430692,2.0,False,0.6810094403693399,0.46377385787216147,HIGH,79,18.475063138022666,0.50-0.74,75-89,LOW_K_<22,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-18,Nick Martinez,607259,4.219537306215175,4,4+,0.21953730621517487,5.0,True,0.6132028909033581,0.1496120036055195,HIGH,78,19.182688091506847,0.00-0.24,75-89,LOW_K_<22,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-18,Zack Wheeler,554430,5.387025936398032,5,5+,0.3870259363980324,7.0,True,0.6112085632922628,0.15115878125726642,HIGH,74,21.78487745115868,0.25-0.49,50-74,LOW_K_<22,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-18,Merrill Kelly,518876,4.246455249022981,4,4+,0.246455249022981,2.0,False,0.6200453376457966,0.38445622073628993,HIGH,77,20.66461421413838,0.00-0.24,75-89,LOW_K_<22,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-18,Ranger Suarez,624133,4.374293519604724,4,4+,0.37429351960472435,3.0,False,0.6132866542953883,0.37612052033683113,HIGH,76,19.916866485637936,0.25-0.49,75-89,LOW_K_<22,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-18,Robbie Ray,592662,4.933170546179699,4,4+,0.9331705461796993,4.0,True,0.7343244863751449,0.07058347853983056,HIGH,78,23.161039006666417,0.75-0.99,75-89,MID_K_22-24.9,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-18,Zac Thornton,804267,4.4099868077574325,4,4+,0.40998680775743246,7.0,True,0.6515355437979033,0.12142747723622294,MEDIUM,56,20.974668319033285,0.25-0.49,50-74,LOW_K_<22,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-18,Jack Perkins,678022,4.843276836156122,4,4+,0.8432768361561216,4.0,True,0.7214661873203427,0.07758108480586641,MEDIUM,58,20.520943329813445,0.75-0.99,50-74,LOW_K_<22,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-18,Tyler Mahle,641816,4.842366678156418,4,4+,0.8423666781564183,3.0,False,0.7224644942780889,0.5219549454924948,HIGH,74,20.013612647855453,0.75-0.99,50-74,LOW_K_<22,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-18,Zebby Matthews,805673,5.082791831743988,5,5+,0.08279183174398774,4.0,False,0.5832146220335358,0.34013929535372,HIGH,68,22.622269709549823,0.00-0.24,50-74,MID_K_22-24.9,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-18,Bryce Miller,682243,5.4469117040175,5,5+,0.44691170401750036,3.0,False,0.6196149170940703,0.38392264548549165,HIGH,65,22.99280301399021,0.25-0.49,50-74,MID_K_22-24.9,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-18,Kyle Harrison,690986,4.9877979754341375,4,4+,0.9877979754341375,8.0,True,0.676450816078473,0.10468407441628609,HIGH,72,22.430522041229484,0.75-0.99,50-74,MID_K_22-24.9,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-18,Jackson Kent,800600,4.6131389371797855,4,4+,0.6131389371797855,3.0,False,0.6819290033314633,0.4650271655846429,MEDIUM,46,24.85143545822505,0.50-0.74,<50,MID_K_22-24.9,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-18,Cal Quantrill,615698,3.981394497915155,3,3+,0.9813944979151552,5.0,True,0.7638833333570869,0.055751080266560546,HIGH,79,21.30772571226938,0.75-0.99,75-89,LOW_K_<22,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-18,Kevin Gausman,592332,5.497617917478005,5,5+,0.49761791747800466,5.0,True,0.6478624126174908,0.12400088044757432,HIGH,79,23.01277648672004,0.25-0.49,75-89,MID_K_22-24.9,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-18,George Klassen,691946,4.029905027424963,4,4+,0.029905027424963038,7.0,True,0.5765604760165783,0.17930103047130672,MEDIUM,50,20.87241779254917,0.00-0.24,50-74,LOW_K_<22,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-18,Cristian Javier,664299,4.0800288699010405,4,4+,0.08002886990104052,5.0,True,0.579507783918051,0.17681370378550848,HIGH,65,22.249915916773308,0.00-0.24,50-74,MID_K_22-24.9,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-18,Eric Lauer,641778,4.436150818968063,4,4+,0.43615081896806274,6.0,True,0.641621397185227,0.1284352229554688,HIGH,68,24.820312761648854,0.25-0.49,50-74,MID_K_22-24.9,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-18,Ryan Feltner,663372,4.085502846631547,4,4+,0.08550284663154706,3.0,False,0.5793322678351451,0.33562587655501236,HIGH,71,21.11394098691047,0.00-0.24,50-74,LOW_K_<22,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-18,Brady Basso,669620,3.2883440164111546,3,3+,0.2883440164111546,1.0,False,0.6310769899986508,0.3982581673057572,MEDIUM,47,21.878798691646907,0.25-0.49,<50,LOW_K_<22,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-18,Daniel Lynch IV,663738,3.285548322264458,3,3+,0.28554832226445814,1.0,False,0.6389631324043334,0.40827388457195773,MEDIUM,50,22.42456280160091,0.25-0.49,50-74,MID_K_22-24.9,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-19,Jackson Jobe,695549,4.510444868440044,4,4+,0.510444868440044,3.0,False,0.6699401098522169,0.4488197507888004,HIGH,62,23.40887367743373,0.50-0.74,50-74,MID_K_22-24.9,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-19,Paul Skenes,694973,5.443366497409093,5,5+,0.44336649740909273,5.0,True,0.6367344220562755,0.13196188011878818,HIGH,79,20.77110920082456,0.25-0.49,75-89,LOW_K_<22,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-19,Michael King,650633,5.073213228237977,5,5+,0.07321322823797694,4.0,False,0.5800105720206274,0.33641226365569543,HIGH,79,22.108177854910544,0.00-0.24,75-89,MID_K_22-24.9,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-19,Robert Stock,476594,4.3612403298526,4,4+,0.3612403298525999,6.0,True,0.6434283774234664,0.12714332202686196,MEDIUM,48,20.226733532505573,0.25-0.49,<50,LOW_K_<22,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-19,AJ Smith-Shawver,700363,4.233027144207289,4,4+,0.23302714420728865,3.0,False,0.6050797910815902,0.3661215535753408,MEDIUM,59,20.347955010254204,0.00-0.24,50-74,LOW_K_<22,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-19,Taj Bradley,671737,5.684919719738696,5,5+,0.684919719738696,7.0,True,0.6709931371209346,0.10824551582152417,HIGH,79,21.80299159068786,0.50-0.74,75-89,LOW_K_<22,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-19,Clay Holmes,605280,4.483154365728499,4,4+,0.4831543657284989,1.0,False,0.6646567353550599,0.44176857585284607,HIGH,79,23.192219466516462,0.25-0.49,75-89,MID_K_22-24.9,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-19,Brandon Pfaadt,694297,4.378245622636715,4,4+,0.37824562263671524,8.0,True,0.6439832313195522,0.12674793958166752,HIGH,62,21.30023007391956,0.25-0.49,50-74,LOW_K_<22,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-19,Payton Tolle,801139,5.173953729346422,5,5+,0.1739537293464224,6.0,True,0.5724976114377731,0.1827582922264092,HIGH,74,19.67750371344257,0.00-0.24,50-74,LOW_K_<22,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-19,Sandy Alcantara,645261,5.190362114932669,5,5+,0.19036211493266908,1.0,False,0.6002935064265391,0.3603522938578694,HIGH,79,19.619946684171,0.00-0.24,75-89,LOW_K_<22,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-19,Aaron Nola,605400,5.325987810486483,5,5+,0.32598781048648284,8.0,True,0.6251698161507424,0.14049766672446826,HIGH,79,22.09592392160761,0.25-0.49,75-89,MID_K_22-24.9,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-19,Will Warren,701542,5.35430306156303,5,5+,0.35430306156303004,5.0,True,0.6151614054766996,0.1481007438346692,HIGH,78,25.48278213025437,0.25-0.49,75-89,HIGH_K_25+,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-19,Chris Bassitt,605135,4.745489881531514,4,4+,0.7454898815315136,6.0,True,0.6911658135138293,0.09537855474257484,HIGH,79,24.57296003453145,0.50-0.74,75-89,MID_K_22-24.9,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-19,Parker Messick,800048,5.8662311594836645,5,5+,0.8662311594836645,10.0,True,0.7093934186602199,0.08445218511799424,HIGH,79,24.18164113785489,0.75-0.99,75-89,MID_K_22-24.9,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-19,Matthew Liberatore,669461,5.0360527737266665,5,5+,0.03605277372666649,9.0,True,0.5703521654123769,0.18459726176583355,HIGH,79,24.321192183174382,0.00-0.24,75-89,MID_K_22-24.9,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-19,Chase Burns,695505,5.480226465839715,5,5+,0.4802264658397153,8.0,True,0.6468790214360485,0.12469442550196272,HIGH,78,20.97817422762588,0.25-0.49,75-89,LOW_K_<22,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-19,Max Scherzer,453286,3.811104589690931,3,3+,0.811104589690931,1.0,False,0.7027667937337911,0.49388116637487295,HIGH,79,18.11588264916211,0.75-0.99,75-89,LOW_K_<22,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-19,Drew Rasmussen,656876,5.224669289701269,5,5+,0.22466928970126876,5.0,True,0.5808672460402895,0.17567226544185122,HIGH,78,21.224056623806355,0.00-0.24,75-89,LOW_K_<22,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-19,Logan Gilbert,669302,5.717394751422095,5,5+,0.7173947514220949,5.0,True,0.6873989004942579,0.09771944741219887,HIGH,79,21.22807011897728,0.50-0.74,75-89,LOW_K_<22,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-19,Dustin May,669160,4.71223265085526,4,4+,0.7122326508552597,1.0,False,0.6796511704451221,0.46192571348742445,HIGH,78,20.2955970046892,0.50-0.74,75-89,LOW_K_<22,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
2026-08-19,Cade Cavalli,676917,5.596987811813542,5,5+,0.5969878118135421,11.0,True,0.6287744850962453,0.13780838291555778,HIGH,79,23.00949677244176,0.50-0.74,75-89,MID_K_22-24.9,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
