Audit_Version,Production_Authority,Future_Only_Start,Eligible_Future_Starts,OOS_Starts,Evidence_Days,Distinct_Pitchers,Baseline_MAE,Candidate_MAE,Relative_MAE_Improvement,Baseline_Bias,Candidate_Bias,Candidate_Win_Share,Tie_Rate,Status
calibration-common-mode-v2-report-only,NONE,2026-08-21,30,30,1,30,1.603483079598752,1.563721541382976,0.024796980224902555,0.672378011160062,0.5232722428509003,0.6333333333333333,0.0,LEARNING
