game_pk,game_date,pitcher_id,player,team,opponent,venue,game_time,captured_at_utc,app_version,projection,k_sd,k_range_low,k_range_high,confidence,data_quality,simulation_draws,opponent_k_pct,pitch_limit,umpire_k_factor,weather_factor,rest_factor,actual_strikeouts,resolved_at_utc,sim_3p,math_3p,sim_4p,math_4p,sim_5p,math_5p,sim_6p,math_6p,sim_7p,math_7p,sim_8p,math_8p,sim_9p,math_9p,sim_10p,math_10p,probability_semantics
822778,2026-08-11,663776,Patrick Sandoval,BOS,TOR,Rogers Centre,2026-08-11T23:07:00Z,2026-08-11T04:10:34.428276+00:00,3.2.0,5.512835664969336,1.793308067609415,3,8,Medium,42,25000,22.4,92.0,1.0,1.0,1.0,,,0.93676,0.9111486136822697,0.8298,0.7975339730817386,0.66824,0.6415700836393115,0.48444,0.47023455107686696,0.30484,0.3133308587975843,0.16784,0.19012945954024585,0.083,0.10545553986420071,0.03288,0.0537097985927091,milestone-ceil-v1
822778,2026-08-11,656302,Dylan Cease,TOR,BOS,Rogers Centre,2026-08-11T23:07:00Z,2026-08-11T04:10:34.461639+00:00,3.2.0,6.020519152690206,2.169098218245892,3,9,High,66,25000,22.4,92.0,1.0,1.0,1.0,,,0.95904,0.9383457154221536,0.88208,0.8494993999606241,0.7512,0.7161100292304959,0.582,0.5558544653931252,0.40588,0.39536599643130865,0.25004,0.2575664464373282,0.13672,0.1540093602519407,0.06532,0.08481363053914781,milestone-ceil-v1
824886,2026-08-11,690997,Nolan McLean,NYM,ATL,Truist Park,2026-08-11T23:15:00Z,2026-08-11T04:10:34.498067+00:00,3.2.0,5.932857894422856,2.097869928976783,3,9,High,70,25000,22.4,92.0,1.0,1.0,1.0,,,0.94616,0.9335689072487828,0.85988,0.8400234720084804,0.72632,0.7020073956742874,0.5554,0.5390586193036826,0.38644,0.37869139510660554,0.23832,0.2433727555409167,0.13172,0.1434344588284685,0.06452,0.07780815237639849,milestone-ceil-v1
824886,2026-08-11,527048,Martín Pérez,ATL,NYM,Truist Park,2026-08-11T23:15:00Z,2026-08-11T04:10:34.534905+00:00,3.2.0,4.516421351067269,2.1810096716870504,2,8,High,68,25000,22.4,92.0,1.0,1.0,1.0,,,0.80552,0.8251574805369473,0.64656,0.65599791960193,0.4714,0.4661903506745786,0.3146,0.29572528454199265,0.18924,0.16808410654728945,0.10552,0.0861218108879903,0.05516,0.04004737158772492,0.02788,0.017013446142601526,milestone-ceil-v1
823673,2026-08-11,687064,Brandon Young,BAL,MIN,Target Field,2026-08-11T23:40:00Z,2026-08-11T04:10:34.568949+00:00,3.2.0,5.097481941442961,1.892589688657221,3,8,High,64,25000,22.4,92.0,1.0,1.0,1.0,,,0.903,0.8816576167046334,0.77296,0.745703878435221,0.592,0.5731922545094444,0.40224,0.398004541784685,0.23976,0.24969274620251683,0.126,0.14202914407450315,0.0582,0.07361623473687234,0.02336,0.03495973620405907,milestone-ceil-v1
823673,2026-08-11,641927,Bailey Ober,MIN,BAL,Target Field,2026-08-11T23:40:00Z,2026-08-11T04:10:34.605438+00:00,3.2.0,5.031739108565367,2.4026067447356314,2,8,High,60,25000,22.4,92.0,1.0,1.0,1.0,,,0.8946,0.830485063533023,0.76128,0.6898150367164935,0.57968,0.5338083396883421,0.39416,0.3862999624659002,0.23556,0.26290537294940125,0.12588,0.16928973919088494,0.05916,0.10373295403795933,0.02516,0.06080247756818423,milestone-ceil-v1
824563,2026-08-11,666157,Nick Lodolo,CIN,CHW,Rate Field,2026-08-11T23:40:00Z,2026-08-11T04:10:34.639364+00:00,3.2.0,4.892033286676742,1.8495702970573475,2,8,Medium,53,25000,22.4,92.0,1.0,1.0,1.0,,,0.88076,0.8649823472308656,0.7372,0.7180559380610672,0.5532,0.5387933503472475,0.37424,0.3637477369091192,0.22104,0.22124826078577295,0.11564,0.12177413092801194,0.0534,0.060989099976812955,0.02212,0.027958832067759534,milestone-ceil-v1
824563,2026-08-11,680732,Sean Burke,CHW,CIN,Rate Field,2026-08-11T23:40:00Z,2026-08-11T04:10:34.672868+00:00,3.2.0,5.54206809824856,2.276979169389456,3,8,High,70,25000,22.4,92.0,1.0,1.0,1.0,,,0.93852,0.9037970202860248,0.84048,0.7890981819054533,0.68348,0.6365592626507244,0.49452,0.4717698253118251,0.317,0.3211666951969219,0.17392,0.2014286782856077,0.08552,0.11690385085121341,0.03548,0.06309685821258493,milestone-ceil-v1
823019,2026-08-11,650911,Cristopher Sánchez,PHI,STL,Busch Stadium,2026-08-11T23:45:00Z,2026-08-11T04:10:34.710171+00:00,3.2.0,5.993765294964918,2.4342094384111013,3,9,High,70,25000,22.4,92.0,1.0,1.0,1.0,,,0.95536,0.9230660707320958,0.8762,0.8267246895279747,0.73956,0.6923831870275775,0.56984,0.538941460817316,0.39184,0.38948823442247965,0.24148,0.26187239123467454,0.132,0.16440022158510614,0.06552,0.09678156331074378,milestone-ceil-v1
823019,2026-08-11,669467,Andre Pallante,STL,PHI,Busch Stadium,2026-08-11T23:45:00Z,2026-08-11T04:10:34.744468+00:00,3.2.0,4.772274938011833,1.9716526959974177,2,7,High,68,25000,22.4,92.0,1.0,1.0,1.0,,,0.87596,0.8531941185342969,0.72284,0.6991369255406252,0.531,0.516009826806981,0.34092,0.341787126412397,0.1922,0.20360017342082948,0.09488,0.10961185343549706,0.04056,0.053651553023461265,0.01456,0.024022018245371715,milestone-ceil-v1
823997,2026-08-11,674003,Cody Bradford,TEX,LAA,Angel Stadium,2026-08-12T01:38:00Z,2026-08-11T04:10:34.774092+00:00,3.2.0,5.081014483057965,2.0690303853422307,2,8,Medium,36,25000,22.4,92.0,1.0,1.0,1.0,,,0.894,0.8799867819200886,0.7572,0.7428839026881481,0.58204,0.5696212706011688,0.40048,0.39438553227314194,0.24512,0.24663515396430669,0.13296,0.13981405185855175,0.0634,0.07221154234069459,0.02708,0.034167623120648735,milestone-ceil-v1
823997,2026-08-11,696270,Ryan Johnson,LAA,TEX,Angel Stadium,2026-08-12T01:38:00Z,2026-08-11T04:10:34.807881+00:00,3.2.0,4.353969161672282,2.238255908420765,2,7,Medium,54,25000,22.4,92.0,1.0,1.0,1.0,,,0.79744,0.7790399873462647,0.62392,0.6067655807395199,0.44248,0.4300009142265966,0.2854,0.27878114824870165,0.16608,0.1666112264361988,0.0888,0.09251851945327916,0.04244,0.048091117189143905,0.01844,0.023556694331178532,milestone-ceil-v1
825046,2026-08-11,608372,Tomoyuki Sugano,COL,ARI,Chase Field,2026-08-12T01:40:00Z,2026-08-11T04:10:34.844942+00:00,3.2.0,4.555952105178284,1.6612078500067338,2,7,High,65,25000,22.4,92.0,1.0,1.0,1.0,,,0.8548,0.829533138031739,0.68752,0.6625694138100982,0.48712,0.47359598062845104,0.29772,0.3024051169260274,0.15816,0.17310757242677263,0.07336,0.08936154991092642,0.03024,0.04187648235430239,0.01032,0.01793184790065119,milestone-ceil-v1
825046,2026-08-11,683352,Mitch Bratt,ARI,COL,Chase Field,2026-08-12T01:40:00Z,2026-08-11T04:10:34.878488+00:00,3.2.0,4.988444123865955,2.666801231504203,2,8,Medium,44,25000,22.4,92.0,1.0,1.0,1.0,,,0.87436,0.7870834155227069,0.73484,0.6481228633914565,0.56044,0.5060666200747186,0.39064,0.37704941619468657,0.2448,0.2696853543163918,0.13936,0.18617203237521243,0.0726,0.12461318423606169,0.03368,0.08118776951089404,milestone-ceil-v1
824970,2026-08-11,607259,Nick Martinez,TBR,ATH,Sutter Health Park,2026-08-12T01:40:00Z,2026-08-11T04:10:34.914697+00:00,3.2.0,4.81868020440344,1.842275391034736,2,7,High,68,25000,22.4,92.0,1.0,1.0,1.0,,,0.87788,0.8581158588239786,0.73108,0.7069759810650401,0.53892,0.5253781900104795,0.3518,0.35074793623487976,0.20196,0.2107458447412146,0.0992,0.11449821286940463,0.04476,0.05657657498405742,0.0166,0.025579107582120925,milestone-ceil-v1
823264,2026-08-11,690986,Kyle Harrison,MIL,SDP,Petco Park,2026-08-12T01:40:00Z,2026-08-11T04:10:34.949083+00:00,3.2.0,5.592195169343423,2.9531999315546864,3,8,High,62,25000,22.4,92.0,1.0,1.0,1.0,,,0.938,0.8037097641895594,0.83832,0.6831558753686584,0.68252,0.5586602992269849,0.49908,0.441818953499239,0.32216,0.3394971969769901,0.18344,0.2544795260177754,0.09584,0.18669915225294398,0.0422,0.13443440108850405,milestone-ceil-v1
823264,2026-08-11,621111,Walker Buehler,SDP,MIL,Petco Park,2026-08-12T01:40:00Z,2026-08-11T04:10:34.986472+00:00,3.2.0,5.125958713170688,1.967676802197455,3,8,High,70,25000,22.4,92.0,1.0,1.0,1.0,,,0.90856,0.8837339801145272,0.78084,0.7492244267027753,0.60476,0.5776709001105591,0.41948,0.40256429363530544,0.25548,0.2535628493047528,0.13404,0.14484574338157075,0.06216,0.07541056996463756,0.0266,0.03597621293232751,milestone-ceil-v1
823186,2026-08-11,686613,Hunter Brown,HOU,SFG,Oracle Park,2026-08-12T01:45:00Z,2026-08-11T04:10:35.017232+00:00,3.2.0,5.365611595311036,2.089549040836876,3,8,Medium,52,25000,22.4,92.0,1.0,1.0,1.0,,,0.92432,0.9019037334739154,0.81208,0.7808407876174763,0.64748,0.618954342367716,0.45648,0.44571318062504267,0.28288,0.2911657626979248,0.1524,0.1729495915778983,0.07328,0.09379952516463819,0.03012,0.046677460664224124,milestone-ceil-v1
823917,2026-08-11,608379,Michael Wacha,KCR,LAD,UNIQLO Field at Dodger Stadium,2026-08-12T02:10:00Z,2026-08-11T04:10:35.052940+00:00,3.2.0,5.073048752207296,1.996002020491688,3,8,High,70,25000,22.4,92.0,1.0,1.0,1.0,,,0.90568,0.8802655725522526,0.77236,0.7433536377792791,0.59384,0.5702150956019563,0.40276,0.3949863230426521,0.24316,0.24714188327628206,0.12856,0.14018053263191524,0.05928,0.07244355064746115,0.02428,0.034298231910309486,milestone-ceil-v1
823917,2026-08-11,605483,Blake Snell,LAD,KCR,UNIQLO Field at Dodger Stadium,2026-08-12T02:10:00Z,2026-08-11T04:10:35.080818+00:00,3.2.0,4.600080526441474,2.027858041266553,2,7,Medium,36,25000,22.4,92.0,1.0,1.0,1.0,,,0.85308,0.8355646120012016,0.68872,0.6717223594148494,0.49872,0.4840185215683305,0.31168,0.311904387340099,0.17652,0.1803259476912896,0.08344,0.09406542268193119,0.03616,0.04455993112881668,0.01388,0.01929326748406846,milestone-ceil-v1
824970,2026-08-11,686930,Mason Barnett,ATH,TBR,Sutter Health Park,2026-08-12T01:40:00Z,2026-08-11T05:05:33.673996+00:00,3.2.0,3.459270239141943,2.179337548266897,1,6,Medium,59,25000,22.4,92.0,1.0,1.0,1.0,,,0.61676,0.642169214829941,0.39644,0.46911851018415596,0.22136,0.3209277467029971,0.11756,0.20783345671341308,0.05664,0.12854875735238647,0.02512,0.07648408362620493,0.0102,0.04402682073532679,0.00368,0.024632939402673446,milestone-ceil-v1
