Season,Game_Date,Pitcher_ID,Team,Team_Starts,League_Starts,Team_Leash_Label,Team_Leash_Version,Team_Leash_Role,Workload_Version,Validation_Version,Production_Authority,Report_Only,Actual_PITCHES,Baseline_PITCHES,Candidate_PITCHES,Multiplier_PITCHES,Actual_BF,Baseline_BF,Candidate_BF,Multiplier_BF,Actual_OUTS,Baseline_OUTS,Candidate_OUTS,Multiplier_OUTS
2024,2024-04-23,608379,118,14,251,NEUTRAL,team-leash-v1,CONTEXT_ONLY,workload-v1,team-leash-historical-v1,NONE,True,96.0,90.47040879594725,91.10235249877931,1.0069850872925465,24.0,23.379001426028733,23.67004227022536,1.012448814168453,13.0,17.343957375218817,17.70026295495688,1.0205434995041647
2024,2024-04-23,650911,143,19,251,LONGER,team-leash-v1,CONTEXT_ONLY,workload-v1,team-leash-historical-v1,NONE,True,74.0,88.1816788407656,89.78672559044013,1.0182015898401395,18.0,23.083518135953334,23.61432789417088,1.0229951844901317,9.0,16.689687020220497,17.19037763082711,1.03
2024,2024-04-23,657277,137,13,251,NEUTRAL,team-leash-v1,CONTEXT_ONLY,workload-v1,team-leash-historical-v1,NONE,True,106.0,94.25640659946808,93.8580718273276,0.9957739236354177,30.0,24.998312580298382,25.00438685809305,1.0002429875126633,24.0,19.385718153895866,19.300948374026795,0.99562720456389
2024,2024-04-23,663372,115,14,251,NEUTRAL,team-leash-v1,CONTEXT_ONLY,workload-v1,team-leash-historical-v1,NONE,True,93.0,86.94543975646404,86.941056998227,0.999949591856119,22.0,21.971007512656676,22.006668151746197,1.001623077096896,12.0,14.11455349796296,13.809476665154754,0.9783856547178602
2024,2024-04-23,669302,136,22,251,NEUTRAL,team-leash-v1,CONTEXT_ONLY,workload-v1,team-leash-historical-v1,NONE,True,100.0,91.58770404625379,92.10558075343747,1.0056544348673937,26.0,24.420177506460295,24.58248673169818,1.0066465211071847,20.0,18.761634909292738,19.10255305656232,1.0181710255485636
2024,2024-04-23,669432,146,16,251,NEUTRAL,team-leash-v1,CONTEXT_ONLY,workload-v1,team-leash-historical-v1,NONE,True,84.0,87.38713643194106,88.40154641459209,1.011608230044717,26.0,21.57998579888448,21.690152890843613,1.0051050585939139,17.0,14.77650238330574,14.694695628397044,0.9944637267476016
2024,2024-04-24,682243,136,23,263,NEUTRAL,team-leash-v1,CONTEXT_ONLY,workload-v1,team-leash-historical-v1,NONE,True,83.0,88.82920522499278,89.52271875115314,1.007807269291713,19.0,22.151686922812914,22.337761410647662,1.0084000143412608,12.0,16.3995526298509,16.760676547973677,1.022020351790905
2024,2024-04-25,554430,143,20,269,LONGER,team-leash-v1,CONTEXT_ONLY,workload-v1,team-leash-historical-v1,NONE,True,103.0,100.92911742203908,102.25179261189678,1.0131049911427132,22.0,25.054394627958303,25.470720930387433,1.0166168972993086,18.0,18.517114811886024,19.072628256242606,1.03
2024,2024-04-25,622491,136,24,269,NEUTRAL,team-leash-v1,CONTEXT_ONLY,workload-v1,team-leash-historical-v1,NONE,True,102.0,97.78677453788667,98.33556346620063,1.005612097657453,23.0,24.427658459726068,24.53994443715007,1.0045966737912735,18.0,17.456413786180114,17.736537194468116,1.016047019262901
2024,2024-04-26,605400,143,21,276,LONGER,team-leash-v1,CONTEXT_ONLY,workload-v1,team-leash-historical-v1,NONE,True,106.0,93.66846736077596,95.1062676187023,1.015349885595848,32.0,24.46841878928784,24.831593938639646,1.01484260803607,24.0,18.300771645855956,18.849794795231634,1.03
2024,2024-04-26,607625,118,15,276,NEUTRAL,team-leash-v1,CONTEXT_ONLY,workload-v1,team-leash-historical-v1,NONE,True,103.0,92.43640358561476,93.12708509756337,1.0074719643469134,25.0,24.485850053615884,24.781615679193187,1.0120790425870319,21.0,18.038135027459315,18.3185012804215,1.0155429734024823
2024,2024-04-26,663776,108,13,276,NEUTRAL,team-leash-v1,CONTEXT_ONLY,workload-v1,team-leash-historical-v1,NONE,True,99.0,93.96365149819815,94.1599071553338,1.0020886337855806,24.0,22.10359545830113,21.975598562608468,0.9942092273660125,17.0,13.889110624502282,13.778898500617576,0.9920648537646265
2024,2024-04-26,676106,136,25,276,LONGER,team-leash-v1,CONTEXT_ONLY,workload-v1,team-leash-historical-v1,NONE,True,83.0,78.96844461309693,79.60300008269157,1.0080355574014863,20.0,20.62560301386953,20.716571171745134,1.0044104484031053,18.0,14.453783536383117,14.699501223678107,1.0170002329615957
2024,2024-04-26,690986,137,14,276,NEUTRAL,team-leash-v1,CONTEXT_ONLY,workload-v1,team-leash-historical-v1,NONE,True,93.0,83.1580110609446,83.10597606551751,0.9993742635885199,23.0,21.885947963529752,22.02130264349054,1.006184547280581,18.0,15.481657313152002,15.576709215132214,1.006139646425287
2024,2024-04-27,615698,115,15,285,NEUTRAL,team-leash-v1,CONTEXT_ONLY,workload-v1,team-leash-historical-v1,NONE,True,95.0,94.52371658198355,94.50673089671673,0.9998203023973133,24.0,23.53106712113747,23.52106656951805,0.9995750064555962,15.0,15.973737294342037,15.553423874580178,0.9736872209667091
2024,2024-04-27,624133,143,22,285,LONGER,team-leash-v1,CONTEXT_ONLY,workload-v1,team-leash-historical-v1,NONE,True,96.0,94.51910222340118,96.22208576866815,1.0180173478715644,26.0,24.686798188872096,25.22014836450606,1.0216046719203293,24.0,18.63332646360282,19.192326257510906,1.03
2024,2024-04-27,663903,118,16,285,LONGER,team-leash-v1,CONTEXT_ONLY,workload-v1,team-leash-historical-v1,NONE,True,93.0,91.68554456183223,92.60244535336759,1.010000494580877,23.0,24.17643227977935,24.48652432317856,1.0128262118997007,15.0,17.131072187830753,17.46533393390529,1.019512015500815
2024,2024-04-27,665795,146,17,285,NEUTRAL,team-leash-v1,CONTEXT_ONLY,workload-v1,team-leash-historical-v1,NONE,True,78.0,83.05430074763025,83.76344322634449,1.0085382993093766,20.0,20.36618167744536,20.49565155549456,1.0063571012033434,13.0,13.971527454166658,13.90242995979832,0.9950544065711491
2024,2024-04-27,667755,108,14,285,NEUTRAL,team-leash-v1,CONTEXT_ONLY,workload-v1,team-leash-historical-v1,NONE,True,48.0,85.56734371112006,85.91454538759332,1.0040576423366072,12.0,21.21285023274659,21.111248193530507,0.9952103541909121,5.0,15.196842715895718,15.08380844977083,0.9925619901292618
2024,2024-04-27,669923,136,26,285,NEUTRAL,team-leash-v1,CONTEXT_ONLY,workload-v1,team-leash-historical-v1,NONE,True,95.0,88.64672004060922,89.16182563191555,1.0058107687579456,24.0,23.019009552682675,23.041819069012647,1.00099089912091,21.0,16.830710518862265,17.11393605984844,1.0168279016306985
2024,2024-04-28,608379,118,17,298,LONGER,team-leash-v1,CONTEXT_ONLY,workload-v1,team-leash-historical-v1,NONE,True,91.0,90.93032465439117,91.89070010738214,1.0105616630825984,26.0,23.429119858660997,23.715710404987167,1.0122322369792405,17.0,16.849784136768005,17.1293265950038,1.016590269404449
2024,2024-04-28,669302,136,27,298,NEUTRAL,team-leash-v1,CONTEXT_ONLY,workload-v1,team-leash-historical-v1,NONE,True,97.0,91.64005287589626,92.29283329027498,1.0071233090105562,24.0,24.503557026835693,24.552247164068408,1.0019870640486763,19.0,18.882458825096435,19.29048573883101,1.0216087808009553
2024,2024-04-28,672282,108,15,298,NEUTRAL,team-leash-v1,CONTEXT_ONLY,workload-v1,team-leash-historical-v1,NONE,True,87.0,94.60568375203904,94.07839074868424,0.9944264130605849,24.0,23.373745026436385,23.038348062580535,0.9856506963913354,15.0,17.01453108758908,16.64945996689336,0.9785435685052751
2024,2024-04-28,677960,146,18,298,NEUTRAL,team-leash-v1,CONTEXT_ONLY,workload-v1,team-leash-historical-v1,NONE,True,87.0,85.7650897390162,86.25499466700957,1.005712171811213,24.0,21.067491546874017,21.139978552278667,1.0034407041409448,12.0,14.098568337862659,13.97262104966148,0.9910666611543146
2024,2024-04-29,608331,144,12,300,NEUTRAL,team-leash-v1,CONTEXT_ONLY,workload-v1,team-leash-historical-v1,NONE,True,100.0,91.07685256948508,90.96933301031875,0.9988194633857784,20.0,22.68227285894553,22.880851613128932,1.0087547996366284,18.0,16.483709580030975,16.76492466667579,1.0170601820712426
2024,2024-04-29,650911,143,23,300,LONGER,team-leash-v1,CONTEXT_ONLY,workload-v1,team-leash-historical-v1,NONE,True,75.0,83.73290291293118,85.21782209489682,1.0177339985872664,22.0,22.130972403020923,22.608935806010024,1.0215970357869977,15.0,15.637888570831494,16.107025227956438,1.03
2024,2024-04-29,666157,113,12,300,NEUTRAL,team-leash-v1,CONTEXT_ONLY,workload-v1,team-leash-historical-v1,NONE,True,99.0,90.81752283399393,91.1812086493284,1.0040045775747402,24.0,23.457860706501517,23.522935808611255,1.0027741277401183,21.0,15.456910327401697,15.467692547928975,1.000697566350512
2024,2024-04-29,669432,146,19,300,NEUTRAL,team-leash-v1,CONTEXT_ONLY,workload-v1,team-leash-historical-v1,NONE,True,89.0,86.93164650122321,87.28103794471787,1.0040191513396648,22.0,22.279098129639827,22.344607365435664,1.0029403899302676,15.0,15.146375138543238,14.91213408634432,0.9845348441421578
2024,2024-04-29,682243,136,28,300,NEUTRAL,team-leash-v1,CONTEXT_ONLY,workload-v1,team-leash-historical-v1,NONE,True,97.0,87.14466082293401,87.79546974114764,1.0074681444860516,23.0,21.664215472475004,21.692600196107247,1.0013102123946425,21.0,15.849001816558413,16.190245838379866,1.0215309472338463
2024,2024-04-30,607259,113,13,300,NEUTRAL,team-leash-v1,CONTEXT_ONLY,workload-v1,team-leash-historical-v1,NONE,True,78.0,80.50096172561797,80.9858286457797,1.006023119597184,25.0,20.933662782066918,21.00815768157981,1.003558617538098,15.0,14.798088456090975,14.885932147666752,1.0059361512695661
2024,2024-04-30,622491,136,29,300,LONGER,team-leash-v1,CONTEXT_ONLY,workload-v1,team-leash-historical-v1,NONE,True,103.0,97.3748696071298,98.22789227052007,1.008760193126131,25.0,24.16920458218761,24.199721683011916,1.0012626439865049,21.0,17.48341509387684,17.923866836770724,1.0251925462233145
2024,2024-04-30,657277,137,15,300,NEUTRAL,team-leash-v1,CONTEXT_ONLY,workload-v1,team-leash-historical-v1,NONE,True,91.0,99.95892574938479,99.88868747546623,0.9992973286438206,22.0,26.04463740288991,26.154489725533804,1.0042178480331503,11.0,20.039649827046382,20.13610539285441,1.0048132360914734
2024,2024-04-30,663372,115,16,300,NEUTRAL,team-leash-v1,CONTEXT_ONLY,workload-v1,team-leash-historical-v1,NONE,True,89.0,87.98286842972719,88.02439295502117,1.0004719614856288,28.0,21.99735743490958,21.984060333104004,0.9993955136727253,24.0,13.838768301684869,13.446596598478726,0.9716613722654496
2024,2024-04-30,686613,117,12,300,TIGHTER,team-leash-v1,CONTEXT_ONLY,workload-v1,team-leash-historical-v1,NONE,True,97.0,80.14122055837299,78.90676468069519,0.9845964926778392,22.0,19.934810536142223,19.639055145701647,0.9851638725181578,16.0,12.658992368546418,12.370302689178418,0.9771948926926205
2024,2024-05-01,519242,144,13,300,NEUTRAL,team-leash-v1,CONTEXT_ONLY,workload-v1,team-leash-historical-v1,NONE,True,100.0,89.23235883181832,89.33078343399025,1.0011030146850364,22.0,22.541349914675678,22.650570788287144,1.0048453563794935,15.0,17.172179445906842,17.456357511190646,1.016548747710154
2024,2024-05-01,554430,143,24,300,LONGER,team-leash-v1,CONTEXT_ONLY,workload-v1,team-leash-historical-v1,NONE,True,106.0,99.67145805471681,100.96538266263991,1.0129818970563547,22.0,24.52404376513272,24.978649945294517,1.0185371623259023,15.0,18.411318205049675,18.963657751201165,1.03
2024,2024-05-01,605135,141,12,300,NEUTRAL,team-leash-v1,CONTEXT_ONLY,workload-v1,team-leash-historical-v1,NONE,True,92.0,91.8032325374142,91.75080418659113,0.9994289051771493,24.0,23.932643909240042,23.778345041369032,0.9935527863759575,18.0,16.843247265186896,16.521603626943875,0.9809037038298534
2024,2024-05-01,607625,118,18,300,LONGER,team-leash-v1,CONTEXT_ONLY,workload-v1,team-leash-historical-v1,NONE,True,101.0,96.76440063454915,97.64047939024609,1.0090537299869777,25.0,24.908410393788515,25.21066743109059,1.0121347381275463,21.0,18.47091167344663,18.711265654381062,1.0130125672832901
2024,2024-05-01,663776,108,16,300,NEUTRAL,team-leash-v1,CONTEXT_ONLY,workload-v1,team-leash-historical-v1,NONE,True,102.0,90.89971592025731,90.27397684237108,0.9931161602481227,21.0,21.92724669663265,21.61367162756368,0.9856992957936153,15.0,14.13606333914477,13.788378980010869,0.9754044424680022
2024,2024-05-01,676106,136,30,300,LONGER,team-leash-v1,CONTEXT_ONLY,workload-v1,team-leash-historical-v1,NONE,True,77.0,79.90383130610493,80.78467861124847,1.0110238431717884,21.0,20.52837605163962,20.570099144272668,1.0020324594857428,11.0,15.105334303482907,15.528064722583894,1.0279855056901002
2024,2024-05-02,663567,115,17,300,NEUTRAL,team-leash-v1,CONTEXT_ONLY,workload-v1,team-leash-historical-v1,NONE,True,67.0,81.4196009241916,81.32997607669292,0.9988992227119594,18.0,21.24992904216436,21.296094531512804,1.0021725008707953,10.0,14.612833871593299,14.327818034208134,0.9804955123770193
2024,2024-05-02,665795,146,20,300,NEUTRAL,team-leash-v1,CONTEXT_ONLY,workload-v1,team-leash-historical-v1,NONE,True,91.0,82.73803954900424,82.90265254463895,1.0019895684806166,18.0,20.353787055667645,20.352697627644883,0.9999464754141436,12.0,13.86481541970279,13.596148924410686,0.9806224253869034
2024,2024-05-02,680694,110,12,300,NEUTRAL,team-leash-v1,CONTEXT_ONLY,workload-v1,team-leash-historical-v1,NONE,True,84.0,83.28353746275353,83.59698459617734,1.0037636145506426,21.0,21.472966041361584,21.600711650847533,1.005949136660482,14.0,17.18668804663683,17.263636848680854,1.00447723271844
2024,2024-05-02,690986,137,16,300,NEUTRAL,team-leash-v1,CONTEXT_ONLY,workload-v1,team-leash-historical-v1,NONE,True,95.0,84.70844255359772,84.56552220308797,0.9983127968570626,22.0,22.065084098568974,22.09543984027441,1.0013757365061393,15.0,15.837183375055812,15.763517017973518,0.995348519030327
2024,2024-05-03,527048,134,12,300,NEUTRAL,team-leash-v1,CONTEXT_ONLY,workload-v1,team-leash-historical-v1,NONE,True,88.0,86.93240583241294,85.99135813699085,0.9891749493596642,24.0,23.910190442984568,23.916077216924506,1.000246203557181,16.0,16.474199128233778,16.553032111622123,1.0047852391958307
2024,2024-05-03,605400,143,25,300,LONGER,team-leash-v1,CONTEXT_ONLY,workload-v1,team-leash-historical-v1,NONE,True,89.0,97.3957968034308,98.8517713946569,1.0149490495381912,19.0,25.530980040096146,25.937497487292482,1.0159225163529917,12.0,19.000055983917512,19.570057663435037,1.03
2024,2024-05-03,615698,115,18,300,NEUTRAL,team-leash-v1,CONTEXT_ONLY,workload-v1,team-leash-historical-v1,NONE,True,99.0,94.714210488231,94.15239847501664,0.9940683450738981,26.0,23.599863125339546,23.552875056020053,0.9980089685660489,23.0,15.865028873488043,15.453168497101519,0.9740397335756015
2024,2024-05-03,656302,135,12,300,NEUTRAL,team-leash-v1,CONTEXT_ONLY,workload-v1,team-leash-historical-v1,NONE,True,102.0,98.66239710646416,99.83823264754501,1.011917767817987,22.0,23.733668823428694,23.896379154456216,1.0068556754641702,20.0,17.247682624450594,17.352531449737526,1.0060790094281011
2024,2024-05-03,663903,118,19,300,LONGER,team-leash-v1,CONTEXT_ONLY,workload-v1,team-leash-historical-v1,NONE,True,105.0,93.07514227424426,94.02907094017853,1.010249016468044,22.0,24.19053257965478,24.49572447610757,1.0126161710350052,18.0,16.9321172746153,17.218325601892108,1.016903280471952
2024,2024-05-03,667755,108,17,300,NEUTRAL,team-leash-v1,CONTEXT_ONLY,workload-v1,team-leash-historical-v1,NONE,True,88.0,74.12605956248652,73.79989235675751,0.9955998307794298,24.0,18.466742557853774,18.17591590478906,0.9842513289957018,18.0,11.956414440336605,11.648481839708257,0.9742454059145444
2024,2024-05-03,669923,136,31,300,NEUTRAL,team-leash-v1,CONTEXT_ONLY,workload-v1,team-leash-historical-v1,NONE,True,88.0,89.35214419112476,89.92401403343666,1.00640018040405,22.0,23.136693183733158,23.12359623511035,0.9994339316980694,18.0,17.29401391791121,17.61432065924673,1.0185212491938485
2024,2024-05-03,677960,146,21,300,NEUTRAL,team-leash-v1,CONTEXT_ONLY,workload-v1,team-leash-historical-v1,NONE,True,99.0,84.49997342982888,84.7128371991746,1.0025190986541845,24.0,21.254608412464215,21.169045377384236,0.9959743772541205,18.0,13.808923356177932,13.487176982241044,0.976700111541068
2024,2024-05-04,592332,141,13,300,NEUTRAL,team-leash-v1,CONTEXT_ONLY,workload-v1,team-leash-historical-v1,NONE,True,112.0,96.11596184269573,96.00689838826902,0.9988652930029958,21.0,23.360538086364244,23.219000418978307,0.9939411640749597,16.0,16.27175052972933,15.980695880593927,0.9821128864651881
2024,2024-05-04,608379,118,20,300,LONGER,team-leash-v1,CONTEXT_ONLY,workload-v1,team-leash-historical-v1,NONE,True,77.0,93.09137610850739,94.2587023123082,1.0125395740464742,21.0,23.956472527017482,24.203435019750156,1.0103088003650853,11.0,16.941023631859185,17.20977218815492,1.01586377317781
2024,2024-05-04,624133,143,26,300,LONGER,team-leash-v1,CONTEXT_ONLY,workload-v1,team-leash-historical-v1,NONE,True,94.0,95.72111411377541,96.98946990394734,1.0132505330920443,27.0,24.956265525622815,25.22375588164247,1.0107183647226794,18.0,19.265600191349886,19.71547709425875,1.0233513048355927
2024,2024-05-04,650633,135,13,300,LONGER,team-leash-v1,CONTEXT_ONLY,workload-v1,team-leash-historical-v1,NONE,True,91.0,88.75805552024298,89.96320922476016,1.013577964247339,22.0,22.36872002137772,22.48013154923661,1.004980684087083,18.0,15.447905263345715,15.580749572709426,1.0085995031105557
2024,2024-05-04,663623,120,12,300,NEUTRAL,team-leash-v1,CONTEXT_ONLY,workload-v1,team-leash-historical-v1,NONE,True,107.0,87.12670486323687,87.15102189623785,1.0002790996519282,23.0,22.279266141690986,22.11856241635423,0.9927868483497294,15.0,15.975062238699532,15.868476312138904,0.993327980513126
2024,2024-05-04,664285,117,13,300,TIGHTER,team-leash-v1,CONTEXT_ONLY,workload-v1,team-leash-historical-v1,NONE,True,91.0,86.96149410690221,85.7406398504528,0.9859609788333603,25.0,24.505794335983744,24.10766056871212,0.9837534845101098,16.0,18.06530733254119,17.622992986373514,0.9755158139285606
2024,2024-05-04,669302,136,32,300,NEUTRAL,team-leash-v1,CONTEXT_ONLY,workload-v1,team-leash-historical-v1,NONE,True,96.0,94.60141058890721,95.06650887362191,1.0049163990454202,27.0,24.7239902082861,24.66897804276291,0.9977749479327672,24.0,18.974347934046047,19.297870533427357,1.0170505252937208
2024,2024-05-04,669432,146,22,300,NEUTRAL,team-leash-v1,CONTEXT_ONLY,workload-v1,team-leash-historical-v1,NONE,True,78.0,85.22999806951276,85.5600054665208,1.0038719629764499,18.0,22.000902278006432,21.921818942390125,0.9964054503484903,7.0,15.05792741236476,14.728680511401771,0.9781346468244607
