Review_Status,Source_Evidence_Status,Minimum_Evaluation_Ready,Source_Manual_Review_Ready,OOS_Paired_Starts,Required_Starts,Observed_Days,Required_Days,Distinct_Opponents,Required_Opponents,Preconfirm_MAE,Confirmed_MAE,Relative_MAE_Improvement,Confirmed_Win_Share,Confirmed_Loss_Share,Preconfirm_Bias,Confirmed_Bias,Bias_Absolute_Change,Bias_Guardrail_Passed,Mean_Absolute_Projection_Delta,Diagnostic_Segments,Reason,Recommended_Action,Human_Review_Required,Report_Only,Production_Authority,No_Auto_Promotion,Automatic_Decision_Allowed,Source_Version,Snapshot_Version
LEARNING,LEARNING,False,False,167,30,7,10,30,8,1.7831640395171142,1.7817217169450748,0.0008088557979388,0.5089820359281437,0.4910179640718562,0.0970805878286293,0.12064714298957,0.023566555160940694,True,0.0911716039284144,25,"Need at least 30 OOS pairs, 10 observed days, and 8 opponents; have 167, 7, and 30.",COLLECT_UNTIL_MINIMUM_EVALUATION,False,True,NONE,True,False,lineup-k-walkforward-v2-lineage-safe-report-only,confirmed-lineup-review-snapshot-v1-report-only
