Game_Date,Pitcher,Pitcher_ID,Team,Opponent,Projection,Actual_K,K_Residual,Beat_Projection,Material_Crusher_Event,Confidence,Data_Quality,Opponent_K_Pct,Lineup_State,Starter_Role,Leash_Label,SIM_Mean_K,MATH_Mean_K,SIM_MATH_Disagreement,Projection_SD,Report_Only,Production_Authority,No_Projection_Adjustment,Research_Version
2026-08-15,Eduardo Rodriguez,593958,ARI,ATL,5.003575211179797,5.0,-0.0035752111797968666,False,False,HIGH,79,21.033908937078003,CONFIRMED,ESTABLISHED,LONG,,,,1.918872653255581,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-15,Grant Holmes,656550,ATL,ARI,4.209018734059028,3.0,-1.2090187340590282,False,False,HIGH,77,20.230030645370363,CONFIRMED,ESTABLISHED,TIGHT,,,,1.871683555275872,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-15,Jacob Misiorowski,694819,MIL,LAD,6.337775222291999,6.0,-0.33777522229199874,False,False,HIGH,77,21.30220350706561,CONFIRMED,ESTABLISHED,NORMAL,,,,2.277305348378259,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-15,Justin Wrobleski,680736,LAD,MIL,5.040592301170672,6.0,0.9594076988293283,True,False,HIGH,72,21.54922601120775,CONFIRMED,ESTABLISHED,NORMAL,,,,2.556257497164156,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-15,Randy Dobnak,677976,KCR,LAA,4.623363071899023,6.0,1.376636928100977,True,False,MEDIUM,52,23.11314232678908,CONFIRMED,ESTABLISHED,NORMAL,,,,1.6842930258479003,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-15,Reid Detmers,672282,LAA,KCR,5.304542788020525,11.0,5.695457211979475,True,True,HIGH,79,21.19918859407736,CONFIRMED,ESTABLISHED,NORMAL,,,,2.315039399184181,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-15,MacKenzie Gore,669022,TEX,ATH,5.728918305023873,5.0,-0.728918305023873,False,False,HIGH,79,22.804660450717712,CONFIRMED,ESTABLISHED,NORMAL,,,,2.269464233583843,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-15,J.T. Ginn,669372,ATH,TEX,5.2555044065094165,7.0,1.7444955934905835,True,False,HIGH,76,22.51241168839586,CONFIRMED,ESTABLISHED,NORMAL,,,,2.191053498737915,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-15,Wandy Peralta,593974,SDP,CLE,2.931011575603759,1.0,-1.9310115756037591,False,False,MEDIUM,52,20.84358827158858,CONFIRMED,OPENER_LIKE,TIGHT,,,,1.1950552870413833,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-16,Trevor Rogers,669432,BAL,TBR,4.653793981338421,6.0,1.3462060186615794,True,False,HIGH,77,19.95954899794461,CONFIRMED,ESTABLISHED,NORMAL,,,,1.993996103607744,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-16,Freddy Peralta,642547,TBR,BAL,5.157942880566768,2.0,-3.157942880566768,False,False,HIGH,79,24.27081959527378,CONFIRMED,ESTABLISHED,NORMAL,,,,2.047583551749946,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-16,Patrick Sandoval,663776,BOS,PIT,5.361548644646005,6.0,0.638451355353995,True,False,MEDIUM,53,24.378865037344312,CONFIRMED,RAMPING,NORMAL,,,,1.75917488267958,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-16,Lake Bachar,669199,PIT,BOS,3.0540215443291974,4.0,0.9459784556708026,True,False,MEDIUM,52,20.844726432873497,CONFIRMED,OPENER_LIKE,TIGHT,,,,1.2845934096083167,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-16,Michael Soroka,647336,ARI,ATL,4.638304993677666,5.0,0.36169500632233387,True,False,HIGH,68,21.89442057067619,CONFIRMED,LOW_RECENT_EXPOSURE,TIGHT,,,,2.540638099942256,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-16,Bryce Elder,693821,ATL,ARI,5.006204567084418,5.0,-0.006204567084417967,False,False,HIGH,78,20.90183353450496,CONFIRMED,ESTABLISHED,NORMAL,,,,2.1631672186142112,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-16,Ryan Weathers,677960,NYY,TOR,5.199156922758577,4.0,-1.1991569227585774,False,False,HIGH,78,20.935077406984973,CONFIRMED,ESTABLISHED,NORMAL,,,,2.175492229949886,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-16,Dylan Cease,656302,TOR,NYY,6.797942636173971,10.0,3.202057363826029,True,True,HIGH,77,23.514686971575298,CONFIRMED,ESTABLISHED,LONG,,,,2.213244384771906,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-16,Jake Irvin,663623,WSH,NYM,4.414384550836889,6.0,1.585615449163111,True,False,HIGH,65,22.07675214072664,CONFIRMED,ESTABLISHED,TIGHT,,,,2.0131058995741458,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-16,Christian Scott,681035,NYM,WSH,4.8926211615611,7.0,2.1073788384389003,True,True,HIGH,70,20.43659138245001,CONFIRMED,ESTABLISHED,NORMAL,,,,1.9289702216491955,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-16,Casey Mize,663554,SDP,CLE,4.626856302479892,3.0,-1.6268563024798919,False,False,HIGH,71,19.598513905737644,CONFIRMED,ESTABLISHED,TIGHT,,,,2.1686777152937013,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-16,Tanner Bibee,676440,CLE,SDP,4.900820874019503,3.0,-1.9008208740195034,False,False,HIGH,79,20.38183401030391,CONFIRMED,ESTABLISHED,NORMAL,,,,2.1698158255549416,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-16,Sean Burke,680732,CHW,DET,5.372787716023881,2.0,-3.372787716023881,False,False,HIGH,74,20.8863101822336,CONFIRMED,ESTABLISHED,NORMAL,,,,2.339551976257777,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-16,Drew Anderson,623454,DET,CHW,3.6685559209445335,5.0,1.3314440790554665,True,False,MEDIUM,50,23.02129423398826,CONFIRMED,OPENER_LIKE,TIGHT,,,,2.4323092312302426,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-16,Eury Pérez,691587,MIA,CIN,5.708494599050562,5.0,-0.708494599050562,False,False,HIGH,76,24.23788731635306,CONFIRMED,ESTABLISHED,NORMAL,,,,2.279078894320806,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-16,Nick Lodolo,666157,CIN,MIA,4.500722335947863,2.0,-2.500722335947863,False,False,HIGH,64,21.48718983466159,CONFIRMED,ESTABLISHED,NORMAL,,,,1.808041035290796,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-16,Andrew Painter,691725,PHI,MIN,4.161655880868947,2.0,-2.161655880868947,False,False,HIGH,66,20.610453266920665,CONFIRMED,ESTABLISHED,TIGHT,,,,2.0031983590329587,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-16,Dean Kremer,665152,MIN,PHI,4.432639319822826,6.0,1.567360680177174,True,False,HIGH,79,19.658705635002683,CONFIRMED,ESTABLISHED,NORMAL,,,,1.9507963281679963,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-16,Hunter Dobbins,690928,STL,CHC,4.539976940292121,7.0,2.460023059707879,True,True,HIGH,70,22.71734598291316,CONFIRMED,ESTABLISHED,NORMAL,,,,2.0400187418400555,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-16,Edward Cabrera,665795,CHC,STL,4.565164903313475,2.0,-2.565164903313475,False,False,HIGH,65,20.90532564578737,CONFIRMED,ESTABLISHED,NORMAL,,,,1.8875523298503127,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-16,Gabriel Hughes,687312,COL,SFG,4.825934159552915,2.0,-2.825934159552915,False,False,MEDIUM,53,20.79758689626684,CONFIRMED,ESTABLISHED,TIGHT,,,,2.0347297818165933,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-16,Blade Tidwell,694918,SFG,COL,4.555084306412306,1.0,-3.555084306412306,False,False,MEDIUM,50,21.918395943059203,CONFIRMED,ESTABLISHED,NORMAL,,,,1.8567882199377903,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-16,Cody Bradford,674003,TEX,ATH,4.845734792117946,4.0,-0.8457347921179457,False,False,MEDIUM,47,22.5022612070238,CONFIRMED,ESTABLISHED,TIGHT,,,,2.049074895926736,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-16,Jacob Lopez,682052,ATH,TEX,4.715502572247446,6.0,1.2844974277525543,True,False,HIGH,68,23.76393557536326,CONFIRMED,ESTABLISHED,NORMAL,,,,2.3942896499206414,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-16,Noah Cameron,702070,KCR,LAA,5.700107394222463,8.0,2.2998926057775373,True,True,HIGH,77,24.80854159188163,CONFIRMED,ESTABLISHED,LONG,,,,2.383765271543666,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-16,Ryan Johnson,696270,LAA,KCR,4.119426045711611,4.0,-0.1194260457116112,False,False,HIGH,60,21.71398100632892,CONFIRMED,ESTABLISHED,TIGHT,,,,2.038598887221456,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-16,Logan Henderson,701656,MIL,LAD,5.166586769096899,6.0,0.8334132309031013,True,False,HIGH,68,21.070773457124137,CONFIRMED,ESTABLISHED,NORMAL,,,,2.0105171509759807,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-16,Tarik Skubal,669373,LAD,MIL,5.825653446777954,7.0,1.1743465532220458,True,False,HIGH,71,21.702129383491613,CONFIRMED,ESTABLISHED,NORMAL,,,,2.220045608209767,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-16,Bryan Woo,693433,SEA,HOU,5.01676483607724,5.0,-0.016764836077239664,False,False,HIGH,78,19.58200694342229,CONFIRMED,ESTABLISHED,NORMAL,,,,2.292132971264049,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-16,Hunter Brown,686613,HOU,SEA,5.072816727384349,5.0,-0.07281672738434875,False,False,HIGH,62,20.74584306509969,CONFIRMED,ESTABLISHED,NORMAL,,,,2.057626414197648,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-17,Rhett Lowder,695076,CIN,STL,4.518264999827,5.0,0.48173500017299986,True,False,HIGH,71,20.705664306645787,CONFIRMED,ESTABLISHED,NORMAL,4.53108,4.505449999654001,0.02563000034599927,2.018311651074023,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-17,Brandon Young,687064,BAL,TBR,4.714334282367846,3.0,-1.7143342823678456,False,False,HIGH,74,18.17085615990853,CONFIRMED,ESTABLISHED,NORMAL,4.72868,4.6999885647356905,0.028691435264309284,1.834381987062509,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-17,Shane McClanahan,663556,TBR,BAL,4.666088442026614,3.0,-1.6660884420266138,False,False,HIGH,74,24.91752900254053,CONFIRMED,LOW_RECENT_EXPOSURE,TIGHT,4.67224,4.659936884053227,0.012303115946773246,1.755394242772233,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-17,Janson Junk,676083,MIA,PHI,3.993388375197344,2.0,-1.9933883751973438,False,False,HIGH,70,19.917622843470216,CONFIRMED,ESTABLISHED,TIGHT,4.00552,3.981256750394688,0.0242632496053119,1.7177564449167024,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-17,Cristopher Sánchez,650911,PHI,MIA,5.963363872142812,6.0,0.03663612785718762,True,False,HIGH,79,21.22279498272504,CONFIRMED,ESTABLISHED,NORMAL,5.97624,5.950487744285625,0.025752255714374783,2.414024032954367,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-17,Framber Valdez,664285,DET,PIT,5.233219003117307,5.0,-0.23321900311730737,False,False,HIGH,79,23.233456482732347,CONFIRMED,ESTABLISHED,NORMAL,5.24888,5.217558006234614,0.03132199376538569,2.266731726913405,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-17,Carmen Mlodzinski,669387,PIT,DET,3.587177619214837,3.0,-0.5871776192148368,False,False,HIGH,78,20.143891746063584,CONFIRMED,LOW_RECENT_EXPOSURE,TIGHT,3.59996,3.5743952384296738,0.025564761570326056,2.191552644311806,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-17,Mitch Bratt,683352,ARI,BOS,4.223785431458687,0.0,-4.223785431458687,False,False,MEDIUM,54,20.98643886745273,CONFIRMED,RAMPING,TIGHT,4.23408,4.213490862917374,0.02058913708262544,2.432885419132996,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-17,Walker Buehler,621111,SDP,NYM,4.52204327956815,4.0,-0.52204327956815,False,False,HIGH,79,22.33840418631468,CONFIRMED,ESTABLISHED,NORMAL,4.53412,4.5099665591363,0.024153440863699416,1.900741454721557,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-17,Nolan McLean,690997,NYM,SDP,5.60565164504754,3.0,-2.6056516450475398,False,False,HIGH,79,20.28157710358378,CONFIRMED,ESTABLISHED,NORMAL,5.62224,5.58906329009508,0.03317670990491983,2.114774753018222,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-17,Mason Barnett,686930,ATH,KCR,4.215105119532577,2.0,-2.215105119532577,False,False,MEDIUM,56,20.915771766309817,CONFIRMED,ESTABLISHED,TIGHT,4.2304,4.199810239065153,0.030589760934847554,2.4334838652270374,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-17,Michael Wacha,608379,KCR,ATH,4.988548340582685,3.0,-1.9885483405826854,False,False,HIGH,79,19.53720233538478,CONFIRMED,ESTABLISHED,NORMAL,5.00024,4.976856681165371,0.023383318834628852,1.9592551648625909,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-17,Martín Pérez,527048,ATL,MIN,3.997922197560462,3.0,-0.9979221975604622,False,False,HIGH,72,21.734016546000344,CONFIRMED,ESTABLISHED,TIGHT,4.00252,3.993324395120925,0.009195604879074448,2.071559135293961,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-17,Bailey Ober,641927,MIN,ATL,4.552692426074534,4.0,-0.5526924260745343,False,False,HIGH,71,21.653343010487905,CONFIRMED,ESTABLISHED,NORMAL,4.56988,4.535504852149068,0.03437514785093221,2.3111256246057343,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-17,Luis Castillo,622491,CHW,CHC,4.958051101479114,1.0,-3.958051101479114,False,False,HIGH,72,22.146204710436106,CONFIRMED,ESTABLISHED,NORMAL,4.9734,4.942702202958228,0.030697797041772112,1.9810211892314664,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-17,Shota Imanaga,684007,CHC,CHW,5.318246670709621,10.0,4.681753329290379,True,True,HIGH,79,23.232344189016565,CONFIRMED,ESTABLISHED,NORMAL,5.338,5.298493341419242,0.03950665858075819,2.2863473165474693,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-17,Blake Snell,605483,LAD,COL,5.358647602224803,5.0,-0.35864760222480285,False,False,HIGH,64,24.106763070938943,CONFIRMED,ESTABLISHED,NORMAL,5.37004,5.347255204449606,0.022784795550394144,2.8201725716936834,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-17,Tomoyuki Sugano,608372,COL,LAD,3.9399266163000446,3.0,-0.9399266163000446,False,False,HIGH,76,21.230136659301643,CONFIRMED,ESTABLISHED,NORMAL,3.95084,3.929013232600089,0.021826767399911073,1.5962721301349845,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-17,Quinn Mathews,687273,STL,CIN,5.397625398488667,7.0,1.6023746015113334,True,False,MEDIUM,46,24.26701971652553,CONFIRMED,UNKNOWN,NORMAL,5.40972,5.385530796977333,0.024189203022666916,2.0961919095399795,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-17,Andre Pallante,669467,STL,CIN,5.035533662626852,5.0,-0.03553366262685209,False,False,HIGH,70,25.19924098671727,PROJECTED_OR_UNKNOWN,ESTABLISHED,NORMAL,5.04284,5.028227325253705,0.014612674746294907,2.0042317388905766,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-17,Kent Emanuel,592288,CIN,STL,4.658534057548187,4.0,-0.6585340575481871,False,False,MEDIUM,46,20.633866695047804,CONFIRMED,UNKNOWN,NORMAL,4.67316,4.643908115096374,0.02925188490362629,2.0288253873850506,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-17,Alec Gamboa,687941,BOS,ARI,4.689950643277936,1.0,-3.6899506432779363,False,False,MEDIUM,46,20.817064666046907,CONFIRMED,UNKNOWN,NORMAL,4.71552,4.664381286555873,0.05113871344412679,2.0365317240982352,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-18,Carlos Rodón,607074,NYY,BAL,5.61537454976998,4.0,-1.6153745497699799,False,False,HIGH,79,25.322880581845425,CONFIRMED,ESTABLISHED,NORMAL,5.62696,5.603789099539959,0.02317090046004111,2.054579452147484,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-18,Shane Baz,669358,BAL,NYY,5.414982918719831,10.0,4.585017081280169,True,True,HIGH,79,24.43381865349852,CONFIRMED,ESTABLISHED,NORMAL,5.42292,5.407045837439663,0.0158741625603378,2.208491832309409,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-18,Keider Montero,672456,DET,PIT,4.653182668769521,3.0,-1.6531826687695208,False,False,HIGH,74,23.88399289693152,CONFIRMED,ESTABLISHED,TIGHT,4.66568,4.640685337539042,0.024994662460957606,2.099097989596097,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-18,Braxton Ashcraft,677952,PIT,DET,5.346787593098446,4.0,-1.3467875930984459,False,False,HIGH,79,20.55205269087232,CONFIRMED,ESTABLISHED,NORMAL,5.3648,5.328775186196892,0.03602481380310785,2.203484448660292,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-18,Carson Whisenhunt,687931,SFG,CLE,4.140867861084864,1.0,-3.140867861084864,False,False,HIGH,60,20.724142860867417,CONFIRMED,ESTABLISHED,TIGHT,4.15436,4.127375722169729,0.026984277830270464,1.7686779825311385,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-18,Foster Griffin,656492,CLE,SFG,5.459779377135535,6.0,0.5402206228644646,True,False,HIGH,79,24.849948372494257,CONFIRMED,ESTABLISHED,NORMAL,5.47208,5.447478754271069,0.024601245728931076,2.333664903284758,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-18,Kyle Leahy,681517,STL,CIN,4.94040689536778,6.0,1.0595931046322198,True,False,HIGH,78,25.14447443843592,CONFIRMED,ESTABLISHED,NORMAL,4.95428,4.926533790735561,0.02774620926443916,2.2139624477885933,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-18,Andrew Abbott,671096,CIN,STL,4.409029753133487,6.0,1.5909702468665126,True,False,HIGH,79,19.399353336394565,CONFIRMED,ESTABLISHED,NORMAL,4.42108,4.396979506266972,0.024100493733027584,1.8087491478198927,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-18,José Soriano,667755,TOR,TBR,4.674917674843069,2.0,-2.674917674843069,False,False,HIGH,79,18.475063138022666,CONFIRMED,ESTABLISHED,NORMAL,4.68184,4.667995349686139,0.013844650313861173,2.228607118320991,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-18,Nick Martinez,607259,TBR,TOR,4.219537306215175,5.0,0.7804626937848251,True,False,HIGH,78,19.182688091506847,CONFIRMED,ESTABLISHED,NORMAL,4.23392,4.205154612430349,0.02876538756965097,1.807267537034364,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-18,Cade Gibson,806188,MIA,PHI,2.932904529638229,1.0,-1.932904529638229,False,False,LOW,46,20.93145952161677,CONFIRMED,UNKNOWN,TIGHT,2.43632,3.4294890592764578,0.9931690592764579,1.749735663406239,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-18,Zack Wheeler,554430,PHI,MIA,5.387025936398032,7.0,1.6129740636019676,True,False,HIGH,74,21.78487745115868,CONFIRMED,ESTABLISHED,NORMAL,5.3956,5.378451872796065,0.017148127203935104,2.496589063916534,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-18,Merrill Kelly,518876,ARI,BOS,4.246455249022981,2.0,-2.246455249022981,False,False,HIGH,77,20.66461421413838,CONFIRMED,ESTABLISHED,NORMAL,4.26776,4.225150498045961,0.0426095019540389,1.7621407076105793,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-18,Ranger Suarez,624133,BOS,ARI,4.374293519604724,3.0,-1.3742935196047243,False,False,HIGH,76,19.916866485637936,CONFIRMED,ESTABLISHED,TIGHT,4.39296,4.355627039209446,0.037332960790554814,2.338664635856421,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-18,Robbie Ray,592662,SDP,NYM,4.933170546179699,4.0,-0.9331705461796993,False,False,HIGH,78,23.161039006666417,CONFIRMED,ESTABLISHED,NORMAL,4.94104,4.925301092359398,0.015738907640602484,1.959556465279362,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-18,Zac Thornton,804267,NYM,SDP,4.4099868077574325,7.0,2.5900131922425675,True,True,MEDIUM,56,20.974668319033285,CONFIRMED,ESTABLISHED,TIGHT,4.42596,4.394013615514864,0.03194638448513576,1.8971905389414816,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-18,Jack Perkins,678022,ATH,KCR,4.843276836156122,4.0,-0.8432768361561216,False,False,MEDIUM,58,20.520943329813445,PROJECTED_OR_UNKNOWN,ESTABLISHED,NORMAL,4.85788,4.828673672312243,0.029206327687756328,2.110332731070287,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-18,Tyler Mahle,641816,ATL,MIN,4.842366678156418,3.0,-1.8423666781564183,False,False,HIGH,74,20.013612647855453,CONFIRMED,ESTABLISHED,NORMAL,4.85848,4.826253356312836,0.03222664368716455,1.9653712049410816,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-18,Zebby Matthews,805673,MIN,ATL,5.082791831743988,4.0,-1.0827918317439877,False,False,HIGH,68,22.622269709549823,CONFIRMED,ESTABLISHED,NORMAL,5.09472,5.070863663487976,0.0238563365120239,2.105395477910204,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-18,Bryce Miller,682243,SEA,MIL,5.4469117040175,3.0,-2.4469117040175004,False,False,HIGH,65,22.99280301399021,CONFIRMED,ESTABLISHED,NORMAL,5.47148,5.422343408035,0.04913659196499953,2.5466641786900905,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-18,Kyle Harrison,690986,MIL,SEA,4.9877979754341375,8.0,3.0122020245658625,True,True,HIGH,72,22.430522041229484,CONFIRMED,ESTABLISHED,TIGHT,5.01308,4.962515950868274,0.05056404913172674,2.9096803558221973,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-18,Jackson Kent,800600,WSH,TEX,4.6131389371797855,3.0,-1.6131389371797855,False,False,MEDIUM,46,24.85143545822505,CONFIRMED,UNKNOWN,TIGHT,4.6196,4.60667787435957,0.01292212564043016,2.02553993603713,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-18,Cal Quantrill,615698,TEX,WSH,3.981394497915155,5.0,1.0186055020848448,True,False,HIGH,79,21.30772571226938,CONFIRMED,RAMPING,TIGHT,3.98744,3.975348995830311,0.01209100416968889,1.9614922685732177,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-18,Kevin Gausman,592332,CHC,CHW,5.497617917478005,5.0,-0.49761791747800466,False,False,HIGH,79,23.01277648672004,CONFIRMED,ESTABLISHED,NORMAL,5.51324,5.48199583495601,0.03124416504399008,2.294742422345348,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-18,George Klassen,691946,LAA,HOU,4.029905027424963,7.0,2.970094972575037,True,True,MEDIUM,50,20.87241779254917,CONFIRMED,ESTABLISHED,TIGHT,4.036,4.023810054849927,0.012189945150072212,1.661602370273188,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-18,Cristian Javier,664299,HOU,LAA,4.0800288699010405,5.0,0.9199711300989595,True,False,HIGH,65,22.249915916773308,CONFIRMED,ESTABLISHED,TIGHT,4.08284,4.077217739802082,0.005622260197918116,1.8958634585369936,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-18,Eric Lauer,641778,LAD,COL,4.436150818968063,6.0,1.5638491810319373,True,False,HIGH,68,24.820312761648854,CONFIRMED,ESTABLISHED,NORMAL,4.44308,4.4292216379361244,0.013858362063875695,2.164623346120341,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-18,Ryan Feltner,663372,COL,LAD,4.085502846631547,3.0,-1.085502846631547,False,False,HIGH,71,21.11394098691047,CONFIRMED,ESTABLISHED,NORMAL,4.09288,4.078125693263093,0.01475430673690692,2.048445175043821,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-18,Brady Basso,669620,ATH,KCR,3.2883440164111546,1.0,-2.2883440164111546,False,False,MEDIUM,47,21.878798691646907,CONFIRMED,LOW_RECENT_EXPOSURE,TIGHT,3.08512,3.491568032822309,0.406448032822309,1.857631643952316,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-18,Daniel Lynch IV,663738,KCR,ATH,3.285548322264458,1.0,-2.285548322264458,False,False,MEDIUM,50,22.42456280160091,CONFIRMED,OPENER_LIKE,TIGHT,2.8498,3.721296644528916,0.8714966445289161,1.2694878668099825,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-18,Bryan Hudson,663542,CHW,CHC,2.9189015787531987,1.0,-1.9189015787531987,False,False,MEDIUM,53,21.122774486966968,CONFIRMED,OPENER_LIKE,TIGHT,2.3562,3.481603157506397,1.1254031575063972,1.1070825647946096,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-19,Jackson Jobe,695549,DET,PIT,4.510444868440044,3.0,-1.510444868440044,False,False,HIGH,62,23.40887367743373,CONFIRMED,ESTABLISHED,TIGHT,4.51984,4.501049736880088,0.01879026311991261,1.6981160374301896,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-19,Paul Skenes,694973,PIT,DET,5.443366497409093,5.0,-0.44336649740909273,False,False,HIGH,79,20.77110920082456,CONFIRMED,ESTABLISHED,NORMAL,5.46224,5.424492994818185,0.037747005181815396,2.313009142146149,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-19,Michael King,650633,SDP,NYM,5.073213228237977,4.0,-1.073213228237977,False,False,HIGH,79,22.108177854910544,CONFIRMED,ESTABLISHED,NORMAL,5.08532,5.061106456475953,0.024213543524047587,1.8962840727410493,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-19,Robert Stock,476594,NYM,SDP,4.3612403298526,6.0,1.6387596701474,True,False,MEDIUM,48,20.226733532505573,CONFIRMED,ESTABLISHED,TIGHT,4.38284,4.3396406597052,0.04319934029479988,1.4772483906616072,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-19,AJ Smith-Shawver,700363,ATL,MIN,4.233027144207289,3.0,-1.2330271442072887,False,False,MEDIUM,59,20.347955010254204,CONFIRMED,LOW_RECENT_EXPOSURE,TIGHT,4.24792,4.218134288414578,0.029785711585422092,2.1202709713838503,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-19,Taj Bradley,671737,MIN,ATL,5.684919719738696,7.0,1.315080280261304,True,False,HIGH,79,21.80299159068786,CONFIRMED,ESTABLISHED,NORMAL,5.70196,5.667879439477393,0.03408056052260644,2.3838222442613755,True,NONE,True,projection-crusher-shadow-v1-report-only
