Status,Resolved_Calls,Required_Calls,Resolved_Days,Required_Days,Distinct_Pitchers,Required_Pitchers,Probability_Coverage,Required_Probability_Coverage,Ladder_Win_Rate,Avg_Target_Probability,Calibration_Gap,Brier_Score,Cohorts_Tracked,Ready_For_Manual_Review,Recommended_Action,Reason,Report_Only,Production_Authority,No_Projection_Adjustment,Research_Version
LEARNING,234,60,9,10,163,20,1.0,0.8,0.6111111111111112,0.6480067566979671,0.036895645586855985,0.23942121448077666,15,False,COLLECT_LADDER_RELIABILITY_EVIDENCE,Need days 9/10 before manual research review.,True,NONE,True,k-ladder-reliability-shadow-v1-report-only
